TGSC ID,TGSC OPL ID,Name,CAS Number,Other CAS Number,Deleted CAS Number,Concentration %,Concentration Min %,Concentration Max %,CID,Formula,Beilstein Number,CoE Number,Nikkaji Web,MDL,EC Number,ECHA Substance,FDA UNII,FDA Internal Number,FEMA Number,Molecular Weight,XlogP3-AA
1009091,124-07-2,octanoic acid,124-07-2,,,,,,379,C8 H16 O2,1747180,10.0,J2.013C,MFCD00004429,204-677-5,100.004.253,OBL58JN025,,,144.21392,3.0
1009101,57-10-3,hexadecanoic acid,57-10-3,,,,,,985,C16 H32 O2,0607489,14.0,J1.378A,MFCD00002747,200-312-9,100.000.284,2V16EO95H1,,,256.42944,6.4
1009121,107-87-9,pentan-2-one,107-87-9,,,,,,7895,C5 H10 O,0506058,754.0,J5.065B,MFCD00009400,203-528-1,100.003.208,I97392I10V,,,86.1339,0.9
1009141,1629-58-9,pent-1-en-3-one,1629-58-9,,,,,,15394,C5 H8 O,1735857,11179.0,J140F,MFCD00009316,216-624-3,100.015.114,R0053Y1AZ7,,,84.11796,1.0
1009151,10022-28-3,"1,1-dimethoxyoctane",10022-28-3,,,,,,,C10 H22 O2,,42.0,J60.727D,MFCD00036644,233-018-4,100.030.005,OD5I84ZHFV,,,174.28374,3.5
1009161,625-33-2,pent-3-en-2-one,625-33-2,,,,,,,C5 H8 O,1633505,666.0,,MFCD00009290,210-888-3,100.009.899,,,,84.11796,0.5
1009171,106-30-9,ethyl heptanoate,106-30-9,,,,,,7797,C9 H18 O2,1752311,365.0,J2.856H,MFCD00009538,203-382-9,100.003.076,45R404Y5X8,,,158.24086,2.9
1009172,106-30-9,ethyl heptanoate,106-30-9,,,,,,7797,C9 H18 O2,1752311,365.0,J2.856H,MFCD00009538,203-382-9,,45R404Y5X8,,,158.24086,2.9
1009181,2294-76-0,2-pentylpyridine,2294-76-0,,,,,,16800,C10 H15 N,,11412.0,J45.016B,MFCD00051828,218-937-0,100.017.216,9N74L1UD11,,,149.23655,2.9
1009201,110-89-4,piperidine,110-89-4,,,,,,8082,C5 H11 N,0102438,675.0,J2.884C,MFCD00005979,203-813-0,100.003.467,67I85E138Y,,,85.14967,0.8
1009211,71-23-8,propan-1-ol,71-23-8,,,,,,1031,C3 H8 O,1098242,50.0,J1.422B,MFCD00002941,200-746-9,100.000.679,96F264O9SV,,,60.09596,0.3
1009221,5905-46-4,1-propyldisulfanylprop-1-ene,5905-46-4,,,,,,,C6 H12 S2,,11699.0,J223.874H,,227-604-9,100.025.095,0368A7K9E5,,,148.29164,2.5
1009231,105-66-8,propyl butanoate,105-66-8,,,,,,,C7 H14 O2,1745552,266.0,J3.236K,MFCD00009396,203-320-0,100.003.019,CW590750SQ,,,130.18698,1.8
1009241,21948-70-9,2-methylsulfanylpyrazine,21948-70-9,,,,,,,C5 H6 N2 S,,2288.0,J225.488C,MFCD00041024,244-675-1,100.040.599,R1C97E3A4F,,,126.18182,1.2
1009251,110-86-1,pyridine,110-86-1,,,,,,1049,C5 H5 N,0103233,604.0,J2.883E,MFCD00011732,203-809-9,100.003.464,NH9L3PP67S,,,79.10185,0.7
1009261,109-97-7,1H-pyrrole,109-97-7,,1201695-24-0,,,,8027,C4 H5 N,0001159,2318.0,J371I,MFCD00005216,203-724-7,100.003.387,86S1ZD6L2C,,,67.09085,0.7
1009271,57-11-4,octadecanoic acid,57-11-4,,1245726-94-6,,,,5281,C18 H36 O2,0608585,15.0,J1.379J,MFCD00002752,200-313-4,100.000.285,4ELV7Z65AP,,,284.48332,7.4
1009281,100-42-5,ethenylbenzene,100-42-5,,,,,,7501,C8 H8,1071236,11022.0,J4.006A,MFCD00008612,202-851-5,100.002.592,44LJ2U959V,,,104.15176,2.9
1009291,1124-11-4,"2,3,5,6-tetramethylpyrazine",1124-11-4,,,,,,14296,C8 H12 N2,0113100,734.0,J39.647H,MFCD00006146,214-391-2,100.013.084,V80F4IA5XG,,,136.19764,1.3
1009301,75-50-3,"N,N-dimethylmethanamine",75-50-3,,,,,,,C3 H9 N,0956566,10497.0,J1.457E,MFCD00008327,200-875-0,100.000.796,LHH7G8O305,,,59.11173,0.3
1009311,2408-37-9,"2,2,6-trimethylcyclohexan-1-one",2408-37-9,,62861-88-5,,,,,C9 H16 O,1905593,686.0,,MFCD00045550,219-309-9,100.017.555,CQ3ZL1YW7R,,,140.22572,2.4
1009331,110-62-3,pentanal,110-62-3,,,,,,8063,C5 H10 O,1616304,93.0,J5.096B,MFCD00007026,203-784-4,100.003.442,B975S3014W,,,86.1339,1.1
1009341,109-52-4,pentanoic acid,109-52-4,,,,,,7991,C5 H10 O2,0969454,7.0,J1.504K,MFCD00004413,203-677-2,100.003.344,GZK92PJM7B,,,102.1331,1.4
1009351,13019-22-2,dec-9-en-1-ol,13019-22-2,80449-44-1,,,,,25612,C10 H20 O,1750928,,J34.877E,MFCD00002992,235-878-6,,475HH49270,,,156.2686,3.6
1009352,13019-22-2,dec-9-en-1-ol,13019-22-2,,80449-44-1,,,,25612,C10 H20 O,1750928,,J34.877E,MFCD00002992,235-878-6,100.032.602,475HH49270,,,156.2686,3.6
1009361,108-95-2,phenol,108-95-2,,,,,,996,C6 H6 O,969616,11811.0,J2.873H,MFCD00002143,203-632-7,100.003.303,339NCG44TV,,,94.11302,1.5
1009371,7779-81-9,2-methylpropyl (Z)-2-methylbut-2-enoate,7779-81-9,,,,,,,C9 H16 O2,,247.0,J68.564J,MFCD00063646,231-941-7,100.029.037,7OR98SJS39,,,156.22492,2.9
1009391,123-75-1,pyrrolidine,123-75-1,,,,,,31268,C4 H9 N,0102395,10491.0,J2.931I,MFCD00005249,204-648-7,100.004.227,LJU5627FYV,,,71.12273,0.5
1009401,4265-97-8,heptyl octanoate,4265-97-8,,,,,,,C15 H30 O2,,399.0,J115.087A,,224-252-8,100.022.048,RV47OTT39J,,,242.4025,5.9
1009421,108-46-3,"benzene-1,3-diol",108-46-3,,,,,,5054,C6 H6 O2,0906905,11250.0,J2.863K,MFCD00002269,203-585-2,100.003.260,YUL4LO94HK,,,110.11222,0.8
1009431,91-22-5,quinoline,91-22-5,,,,,,7047,C9 H7 N,0107477,11364.0,J3.922E,MFCD00006736,202-051-6,100.001.865,E66400VT9R,,,129.16179,2.0
1009441,17909-77-2,"(2E,6E,9E)-2,6,10-trimethyldodeca-2,6,9,11-tetraenal",17909-77-2,,29994-82-9,,,,,C15 H22 O,,10380.0,J14.018J,,241-854-6,100.038.034,5SEZ02PE9O,,,218.33954,4.8
1009461,22694-96-8,"2,4,5-trimethyl-2,5-dihydro-1,3-oxazole",22694-96-8,,,,,,,C6 H11 N O,1098973,2319.0,J77.253D,MFCD00053161,,,KHQ1Z14L8P,,,113.15987,0.5
1009461,22694-96-8RR,"(2R,5R)-2,4,5-trimethyl-2,5-dihydro-1,3-oxazol-3-ium",22694-96-8 (RR),,,,,,,C6 H11 N O,,,,,,,,,,113.15987,0.5
1009461,22694-96-8RS,"(2R,5S)-2,4,5-trimethyl-2,5-dihydro-1,3-oxazol-3-ium",22694-96-8 (RS),,,,,,,C6 H11 N O,,,,,,,,,,113.15987,0.5
1009461,22694-96-8SR,"(2S,5R)-2,4,5-trimethyl-2,5-dihydro-1,3-oxazol-3-ium",22694-96-8 (SR),,,,,,,C6 H11 N O,,,,,,,,,,113.15987,0.5
1009461,22694-96-8SS,"(2S,5S)-2,4,5-trimethyl-2,5-dihydro-1,3-oxazol-3-ium",22694-96-8 (SS),,,,,,,C6 H11 N O,,,,,,,,,,113.15987,0.5
1009471,710-04-3,6-hexyloxan-2-one,710-04-3,118100-37-1,,,,,,C11 H20 O2,0122724,688.0,J35.390F,MFCD00006650,211-915-1,,ERL32M2M38,,3294,184.2788,3.1
1009472,710-04-3,6-hexyloxan-2-one,710-04-3,,118100-37-1,,,,,C11 H20 O2,0122724,688.0,J35.390F,MFCD00006650,211-915-1,100.010.833,ERL32M2M38,,,184.2788,3.1
1009511,88-29-9,"1-(3-ethyl-5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)ethanone",88-29-9,,,,,,6930,C18 H26 O,2126062,,J4.291I,,201-817-7,100.001.652,BM2DT9GHFQ,,,258.40442,5.5
1009541,67828-71-1,"5-acetyl-2-(furan-2-ylmethylsulfanyl)-2,5-dimethyloxolan-3-one",67828-71-1,,,,,,,C13 H16 O4 S,,,J287.463F,,267-290-0,100.061.154,,,,268.33232,1.2
1009561,77-89-4,"triethyl 2-acetyloxypropane-1,2,3-tricarboxylate",77-89-4,,,,,,6504,C14 H22 O8,1804947,,J10.678J,MFCD00049378,201-066-5,100.000.970,5WBR36T90E,,,318.32294,0.6
1009571,52612-52-9,,52612-52-9,,,,,,,C11 H20 O,,,J291.198A,,258-046-4,100.052.752,,,,168.2796,3.3
1009601,5956-13-8,,5956-13-8,,,,,,,C15 H20 O3,,,J15.251J,,,,,,,248.322,2.2
1009611,50657-20-0,,50657-20-0,,,,,,,C15 H24 O,,,J10.243A,,,,,,,220.35548,3.4
1009621,520-74-1,,520-74-1,,,,,,,C12 H10,,,J11.822B,,,,,,,154.2117,3.4
1009641,553-39-9,,553-39-9,,,,,,,C13 H12 O3,,,J11.552E,,,,I2MQT1CC3H,,,216.23624,2.6
1009651,28219-61-6,"(E)-2-ethyl-4-(2,2,3-trimethyl-1-cyclopent-3-enyl)but-2-en-1-ol",28219-61-6,,,,,,,C14 H24 O,,,J250.679C,MFCD00067059,248-908-8,100.044.447,V1IKN2SI96,,,208.34448,3.6
1009651,28219-61-6Z,"(Z)-2-ethyl-4-(2,2,3-trimethyl-1-cyclopent-3-enyl)but-2-en-1-ol",28219-61-6 (Z),,,,,,,C14 H24 O,,,,,,,,,,208.34448,3.6
1009652,28219-61-6,"(E)-2-ethyl-4-(2,2,3-trimethyl-1-cyclopent-3-enyl)but-2-en-1-ol",28219-61-6,,,,,,,C14 H24 O,,,J250.679C,MFCD00067059,248-908-8,,,,,208.34448,3.6
1009652,28219-61-6Z,"(Z)-2-ethyl-4-(2,2,3-trimethyl-1-cyclopent-3-enyl)but-2-en-1-ol",28219-61-6 (Z),,,,,,,C14 H24 O,,,,,,,,,,208.34448,3.6
1009671,122-73-6,3-methylbutoxymethylbenzene,122-73-6,,,,,,,C12 H18 O,2251737,,J34.766C,MFCD00048371,204-570-3,100.004.156,I8034PF326,,,178.27466,3.3
1009672,122-73-6,3-methylbutoxymethylbenzene,122-73-6,,,,,,,C12 H18 O,2251737,,J34.766C,MFCD00048371,204-570-3,,I8034PF326,,,178.27466,3.3
1009701,1407-14-3,"5,8a-dimethyl-3-methylidene-5,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one",1407-14-3,,,,,,,C15 H20 O2,,,,,215-803-3,100.014.367,,,,232.3228,3.7
1009711,67874-72-0,[2-(2-methylbutan-2-yl)cyclohexyl] acetate,67874-72-0,,,,60.0,75.0,62240,C13 H24 O2,,,J287.585C,MFCD00019355,267-500-0,100.061.345,4SMO7U026F,,,212.33268,4.1
1009731,67634-22-4,"(2,4-dimethylcyclohexyl)methyl acetate",67634-22-4,,,,,,,C11 H20 O2,,,J333.257H,,266-827-6,100.060.733,,,,184.2788,3.2
1009751,583-04-0,prop-2-enyl benzoate,583-04-0,,,,,,11406,C10 H10 O2,,,J95.036J,MFCD00026104,209-494-4,100.008.633,AQY5543KFE,,,162.1881,2.4
1009761,5595-79-9,2-ethoxy-4-(methoxymethyl)phenol,5595-79-9,,,,,,,C10 H14 O3,,,J2.400.968H,,,,,,,182.21918,1.6
1009831,2179-58-0,3-methyldisulfanylprop-1-ene,2179-58-0,,,,,,,C4 H8 S2,,11866.0,J45.899F,MFCD00040023,218-549-1,100.016.863,OXW45UTR7B,,,120.23776,1.6
1009841,34135-85-8,3-methylsulfanyldisulfanylprop-1-ene,34135-85-8,,,,,,,C4 H8 S3,,11867.0,J132.895F,MFCD00040024,251-843-8,100.047.115,983O8ZL28A,,,152.30276,2.0
1009851,2179-59-1,1-(prop-2-enyldisulfanyl)propane,2179-59-1,,,,,,,C6 H12 S2,1744005,600.0,J34.822H,MFCD00040072,218-550-7,100.016.864,0167D73R1T,,,148.29164,2.4
1009881,1126-61-0,"4-prop-2-enylbenzene-1,2-diol",1126-61-0,,,,,,70775,C9 H10 O2,1937030,,J126.217C,MFCD01548379,,,,,,150.1771,0.8
1009891,99-83-2,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",99-83-2,,1330-17-2,,,,7460,C10 H16,1280394,2117.0,J55.716A,MFCD00040419,202-792-5,100.002.538,49JV13XE39,,,136.23752,3.2
1009901,539-86-6,3-prop-2-enylsulfinylsulfanylprop-1-ene,539-86-6,,,,,,65036,C6 H10 O S2,1752823,,J71.032F,,208-727-7,100.007.935,3C39BY17Y6,,,162.2749,1.3
1009911,103-82-2,2-phenylacetic acid,103-82-2,,,,,,999,C8 H8 O2,1099647,672.0,J10.117F,MFCD00004313,203-148-6,100.002.862,ER5I1W795A,,,136.15016,1.4
1009931,122-78-1,2-phenylacetaldehyde,122-78-1,,2170235-75-1,,,,998,C8 H8 O,0385791,116.0,J2.494E,MFCD00006993,204-574-5,100.004.159,U8J5PLW9MR,,,120.15096,1.8
1009941,122-78-1,2-phenylacetaldehyde,122-78-1,,2170235-75-1,,45.0,55.0,998,C8 H8 O,,116.0,J2.494E,MFCD00006993,204-574-5,100.004.159,U8J5PLW9MR,,,120.15096,1.8
1009961,NF0549,"2,6-dimethyl-3-prop-2-enylsulfanylheptan-4-one",,,,,,,,C12 H22 O S,,,,,,,,,,214.37154,3.9
1009971,101-48-4,"2,2-dimethoxyethylbenzene",101-48-4,,,,,,60995,C10 H14 O2,0879360,40.0,J82.120I,MFCD00008487,202-945-6,,P8C94L4MUR,,2876,166.21998,2.1
1009972,101-48-4,"2,2-dimethoxyethylbenzene",101-48-4,,,,,,60995,C10 H14 O2,0879360,40.0,J82.120I,MFCD00008487,202-945-6,100.002.678,P8C94L4MUR,,,166.21998,2.1
1010001,4112-89-4,(2-methoxyphenyl) 2-phenylacetate,4112-89-4,,,,,,,C15 H14 O3,,238.0,J224.918I,MFCD00025724,223-898-8,100.021.726,LLO759386W,,,242.27418,3.0
1010011,16251-77-7,3-phenylbutanal,16251-77-7,,108211-22-9,,,,,C10 H12 O,,,J82.489E,MFCD00010698,240-362-9,100.036.678,1B5MVX2XGA,,,148.20484,1.9
1010031,103-45-7,2-phenylethyl acetate,103-45-7,,,,,,,C10 H12 O2,0638179,221.0,J4.021E,MFCD00008720,203-113-5,100.002.830,67733846OW,,,164.20404,2.3
1010032,103-45-7,2-phenylethyl acetate,103-45-7,,,,,,,C10 H12 O2,0638179,221.0,J4.021E,MFCD00008720,203-113-5,,67733846OW,,,164.20404,2.3
1010051,60-12-8,2-phenylethanol,60-12-8,,2043361-12-0,,,,6054,C8 H10 O,1905732,68.0,J1.924K,MFCD00002886,200-456-2,100.000.415,ML9LGA7468,,,122.1669,1.4
1010052,60-12-8,2-phenylethanol,60-12-8,,2043361-12-0,,,,6054,C8 H10 O,1905732,68.0,J1.924K,MFCD00002886,200-456-2,100.000.415,ML9LGA7468,,,122.1669,1.4
1010061,NF0550,"2-(3,3-dimethyl-2-bicyclo[2.2.1]heptanyl)pent-4-en-2-ol",,,,,,,,C14 H24 O,,,,,,,,,,208.34448,4.0
1010071,103-48-0,2-phenylethyl 2-methylpropanoate,103-48-0,,,,,,,C12 H16 O2,2330243,302.0,J36.971C,MFCD00026441,203-116-1,,QRZ4RE7DCL,,2862,192.25792,3.3
1010072,103-48-0,2-phenylethyl 2-methylpropanoate,103-48-0,,,,,,,C12 H16 O2,2330243,302.0,J36.971C,MFCD00026441,203-116-1,100.002.833,QRZ4RE7DCL,,,192.25792,3.3
1010081,103-52-6,2-phenylethyl butanoate,103-52-6,,,,,,7658,C12 H16 O2,1955788,506.0,J77.613K,MFCD00048718,203-119-8,100.002.836,02E08ZN98R,,,192.25792,3.1
1010091,140-26-1,2-phenylethyl 3-methylbutanoate,140-26-1,,,,,,,C13 H18 O2,2504902,461.0,J94.653B,MFCD00044322,205-406-3,100.004.916,K86JE60K0L,,,206.28486,3.6
1010111,102-20-5,2-phenylethyl 2-phenylacetate,102-20-5,,,,,,7601,C16 H16 O2,2214383,234.0,J74.787D,MFCD00022049,203-013-1,100.002.740,5J5OJ7GH15,,,240.30192,3.9
1010131,87-22-9,2-phenylethyl 2-hydroxybenzoate,87-22-9,,,,,,,C15 H14 O3,,437.0,J141.660J,MFCD00020036,201-732-5,100.001.575,6LDP0U8UB0,,,242.27418,4.5
1010132,87-22-9,2-phenylethyl 2-hydroxybenzoate,87-22-9,,,,,,,C15 H14 O3,,437.0,J141.660J,MFCD00020036,201-732-5,,6LDP0U8UB0,,,242.27418,4.5
1010151,98-85-1,1-phenylethanol,98-85-1,,,,,,7409,C8 H10 O,1905149,2030.0,J3.224G,MFCD00004508,202-707-1,100.002.461,E6O895DQ52,,,122.1669,1.4
1010171,122-97-4,3-phenylpropan-1-ol,122-97-4,,,,,,31234,C9 H12 O,1857542,80.0,J44.158I,MFCD00002950,204-587-6,,U04IC2765C,,2885,136.19384,1.9
1010172,122-97-4,3-phenylpropan-1-ol,122-97-4,,,,,,31234,C9 H12 O,1857542,80.0,J44.158I,MFCD00002950,204-587-6,100.004.171,U04IC2765C,,,136.19384,1.9
1010211,2550-40-5,cyclohexyldisulfanylcyclohexane,2550-40-5,,,,,,,C12 H22 S2,,2320.0,J23.487G,MFCD00013759,219-851-6,100.018.047,6G1A0K504Q,,,230.43734,4.5
1010231,1322-17-4,"3-acetyloxynonyl acetate; nonane-1,3-diol",1322-17-4,,,,,,16220103,C22 H44 O6,,2075.0,,MFCD00053503,215-332-3,100.013.939,,,,404.58788,
1010241,104-53-0,3-phenylpropanal,104-53-0,,719304-66-2,,,,7707,C9 H10 O,1071910,2013.0,J36.950K,MFCD00007021,203-211-8,100.002.920,LP1E86N30T,,,134.1779,1.3
1010251,7011-83-8,5-hexyl-5-methyloxolan-2-one,7011-83-8,,124099-86-1,,,,285097,C11 H20 O2,0123344,,J47.638B,MFCD00036642,230-291-1,100.027.538,ANJ13KO1RK,,,184.2788,3.3
1010271,68555-58-8,3-methylbut-2-enyl 2-hydroxybenzoate,68555-58-8,,,,,,,C12 H14 O3,,,J70.100I,,271-434-8,100.064.921,,,,206.24118,3.2
1010291,19902-08-0,"(1R,5R)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane",19902-08-0,,,,,,,C10 H16,3587586,2114.0,J193.234I,MFCD00151105,,,IGO73S04D5,,,136.23752,3.1
1010311,22457-23-4,N-(5-methylheptan-3-ylidene)hydroxylamine,22457-23-4,,,,,,90787,C8 H17 O N,1923529,,,MFCD03938986,245-010-8,100.040.903,XHN6C9A7U3,,,143.22969,2.5
1010351,91-61-2,"6-methyl-1,2,3,4-tetrahydroquinoline",91-61-2,,,,,,66678,C10 H13 N,,,J39.746F,MFCD00023887,202-083-0,100.001.894,0I67838Y8K,,,147.22061,2.7
1010371,80-59-1,(E)-2-methylbut-2-enoic acid,80-59-1,,,,,,125468,C5 H8 O2,1236500,10168.0,J4.252H,MFCD00066864,201-295-0,100.001.178,I5792N03HC,,,100.11716,1.0
1010401,506-14-9,(E)-16-hydroxyhexadec-7-enoic acid,506-14-9,,,,,,,C16 H30 O3,,,J11.668H,,,,,,,270.4127,4.6
1010451,141-25-3,"3,7-dimethyloct-6-en-1-ol",141-25-3,,,,,,8842,C10 H20 O,,76.0,J3.238G,MFCD00136043,205-473-9,100.004.977,,,,156.2686,3.2
1010461,12135-76-1,diazanium sulfide,12135-76-1,,15603-52-8,20.0,,,,H8 N2 S,,482.0,,MFCD00010892,235-223-4,100.032.009,2H0Q32TDFZ,,,68.14276,
1010471,7563-33-9,azane; 3-methylbutanoic acid,7563-33-9,,,30.0,,,,C5 H13 N O2,,464.0,,MFCD00050573,231-458-1,100.028.599,47DWA95M3X,,,119.16401,
1010481,5937-11-1,"(1S,4S,4aR,8aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",5937-11-1,,,,,,,C15 H26 O,,,J15.462H,,,,,,,222.37142,3.3
1010501,30100-15-3,pentyl 2-aminobenzoate,30100-15-3,,,,,,100495,C12 H17 N O2,,,J47.212C,MFCD00797942,250-049-9,100.045.485,,,,207.27289,4.0
1010541,3338-55-4,"(3Z)-3,7-dimethylocta-1,3,6-triene",3338-55-4,,,,,,,C10 H16,,11015.0,J10.707G,,222-081-3,100.020.075,472UVP4R7T,,,136.23752,4.3
1010551,61197-13-5,"2,5-dimethyl-3-(3-methylbutyldisulfanyl)furan",61197-13-5,,,,,,,C11 H18 O S2,,,,,,,,,,230.39366,4.0
1010561,,,8050-30-4,,39320-70-2,,,,,(C3 H8 O3.unspecified)x-,,,,,,,,,,,
1010571,13491-79-7,2-tert-butylcyclohexan-1-ol,13491-79-7,,,,,,,C10 H20 O,,,J47.451G,MFCD00001472,236-806-6,100.033.445,0T84N6X2PM,,,156.2686,3.0
1010591,61702-91-8,5-tert-butylquinoline,61702-91-8,,,,,,,C13 H15 N,,,J561.524K,,262-927-9,100.057.189,,,,185.26955,3.9
1010651,65405-77-8,[(Z)-hex-3-enyl] 2-hydroxybenzoate,65405-77-8,,,,97.0,99.9,5371102,C13 H16 O3,,10685.0,J76.332B,MFCD00036486,265-745-8,,C78Y9OR6YH,,4750,220.26812,4.4
1010652,65405-77-8,[(Z)-hex-3-enyl] 2-hydroxybenzoate,65405-77-8,,,,97.0,99.9,5371102,C13 H16 O3,,10685.0,J76.332B,MFCD00036486,265-745-8,100.059.751,C78Y9OR6YH,,,220.26812,4.4
1010661,3913-85-7,dec-2-enoic acid,3913-85-7,,,,,,,C10 H18 O2,,10087.0,,,223-475-8,100.021.342,,,,170.25186,3.8
1010731,6931-54-0,"6,6-dimethylspiro[bicyclo[3.1.1]heptane-2,2'-oxirane]",6931-54-0,,,,,,,C10 H16 O,0105830,,J195.376A,,230-055-8,100.027.323,,,,152.23672,2.1
1010781,1153-51-1,"(3R,5S,8R,9S,10S,13R,14S)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",1153-51-1,,,,,,101989,C19 H30 O,,,J109.628A,MFCD00051224,214-573-1,100.013.248,48K9VAM062,,,274.4473,5.3
1010791,94-59-7,"5-prop-2-enyl-1,3-benzodioxole",94-59-7,,,,,,5144,C10 H10 O2,,,J3.946B,MFCD00005841,202-345-4,100.002.133,RSB34337V9,,,162.1881,3.0
1010801,565-63-9,(Z)-2-methylbut-2-enoic acid,565-63-9,,,,,,,C5 H8 O2,,,J6.512I,MFCD00002654,209-284-2,100.008.441,54U4ZPB36F,,,100.11716,1.0
1010821,523-50-2,,523-50-2,,39310-13-9,,,,,C11 H6 O3,0153970,,J1.579B,MFCD00064930,,,CZZ080D7BD,,,186.16642,2.0
1010841,641-11-2,"2-acetyl-4,4,6-trimethylcyclohexane-1,3-dione",641-11-2,,,,,,,C11 H16 O3,,,J16.776B,,,,,,,196.24612,1.4
1010851,69834-10-2,"2-(7,7-dimethyl-3-bicyclo[2.2.1]heptanyl)cyclohexan-1-ol",69834-10-2,,,,,,,C15 H26 O,,,,,274-139-2,100.067.378,,,,222.37142,4.4
1010901,5703-26-4,2-(4-methoxyphenyl)acetaldehyde,5703-26-4,,,,,,,C9 H10 O2,,,J225.107H,MFCD02261769,227-191-5,100.024.719,,,,150.1771,1.4
1010911,68877-29-2,"4-(1,7,7-trimethyl-2-bicyclo[3.1.1]heptanyl)cyclohexan-1-ol",68877-29-2,,688772-29-2,,,,,C16 H28 O,,755.0,,,272-556-4,100.065.941,,,,236.39836,4.6
1010913,68877-29-2,"4-(1,7,7-trimethyl-2-bicyclo[3.1.1]heptanyl)cyclohexan-1-ol",68877-29-2,688772-29-2,,,,,,C16 H28 O,,755.0,,,272-556-4,,,,,236.39836,4.6
1010921,1523-19-9,(4-methoxyphenyl) benzoate,1523-19-9,,,,,,,C14 H12 O3,,,J604.231G,MFCD00157299,,,U6KN6JHF4W,,,228.24724,3.6
1010941,943-88-4,4-(4-methoxyphenyl)but-3-en-2-one,943-88-4,,,,,,95414,C11 H12 O2,1525535,,,MFCD00017251,213-404-9,100.012.186,79U9LYF10I,,,176.21504,2.1
1010951,NF002,,,,,,,,,C13 H18 O3,,,J155.596K,,,,,,,222.28406,3.6
1010981,118-92-3,2-aminobenzoic acid,118-92-3,,80206-34-4,,,,227,C7 H7 N O2,0471803,,J2.912B,MFCD00007712,204-287-5,100.003.898,0YS975XI6W,,,137.13819,1.2
1010991,53751-40-9,"(3,4-dimethoxyphenyl)methyl acetate",53751-40-9,,,,,,,C11 H14 O4,,,,,258-743-3,100.053.385,,,,210.22938,
1011001,523-80-8,"4,7-dimethoxy-5-prop-2-enyl-1,3-benzodioxole",523-80-8,,,,,,10659,C12 H14 O4,0195747,,J6.635D,,208-349-2,100.007.592,QQ67504PXO,,,222.24038,2.7
1011021,10482-53-8,,10482-53-8,,,,,,,C17 H28,,,,,,,,,,232.41016,
1011051,101-39-3,2-methyl-3-phenylprop-2-enal,101-39-3,,,,,,,C10 H10 O,0507514,578.0,,MFCD00006976,202-938-8,100.002.672,,,,146.1889,2.2
1011071,66-25-1,hexanal,66-25-1,,,,,,6184,C6 H12 O,0506198,96.0,J1.409E,MFCD00007027,200-624-5,100.000.567,9DC2K31JJQ,,,100.16084,1.8
1011091,93-92-5,1-phenylethyl acetate,93-92-5,1335-75-7,,,,,62341,C10 H12 O2,1908635,573.0,J155.063B,MFCD00008858,202-288-5,,FYS3E9NBA3,,2684,164.20404,2.0
1011092,93-92-5,1-phenylethyl acetate,93-92-5,,1335-75-7,,,,62341,C10 H12 O2,1908635,573.0,J155.063B,MFCD00008858,202-288-5,100.002.081,FYS3E9NBA3,,,164.20404,2.0
1011131,93-16-3,"1,2-dimethoxy-4-prop-1-enylbenzene",93-16-3,,,,,,,C11 H14 O2,0880472,186.0,,MFCD00009282,202-224-6,,46RN7Q97DE,,2476,178.23098,2.5
1011132,93-16-3,"1,2-dimethoxy-4-prop-1-enylbenzene",93-16-3,,,,,,,C11 H14 O2,0880472,186.0,,MFCD00009282,202-224-6,100.002.023,46RN7Q97DE,,,178.23098,2.5
1011141,34143-95-8,"(1aR,4R,7S,7aS,7bS)-1,1,7,7b-tetramethyl-2,4,5,6,7,7a-hexahydro-1aH-cyclopropa[a]naphthalen-4-ol",34143-95-8,,,,,,,C15 H24 O,,,J110.034C,,,,,,,220.35548,3.0
1011151,17511-60-3,,17511-60-3,,,,,,,C13 H16 O2,1959792,,J287.068A,,241-514-7,100.037.725,S3ASM14UAS,,,204.26892,2.6
