CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3
60047-17-8,2-(Tetrahydro-5-methyl-5-vinyl-2-furyl)propan-2-ol,Herbal,Musty,Camphoraceous
51608-18-5,2-(trans-2-Pentenyl)cyclopentanone,Fruity,Jasmin,Oily
197098-61-6,"2,5,7-Octatrien-1-ol, 2,6-dimethyl-, 1-acetate",Fruity,Fresh,Sweet
76917-23-2,"2,6-Octadienal, (2E,6Z)-",Green,Watery,Aldehydic
1891-67-4,"2,6-Octadienal, 3,6,7-trimethyl-",Citrus,Lemon,Herbal
52711-52-1,"2,7-Decadienal, (2E,7Z)-",Green,Violet,Cucumber
1801275-25-1,"2,7-Decadienenitrile",Green,Fruity,Floral
1801275-26-2,"2,7-Decadienenitrile, (2E,7Z)-",Green,Fruity,Floral
21662-22-6,"2,7-Nonadienal, (2E,7Z)-",Green,Violet,Cucumber
6931-54-0,"2,10-Epoxypinane",Herbal,Rosemary,Camphoraceous
72894-15-6,"2,12-Tridecadienal",Aldehydic,Fatty,Waxy
4437-20-1,"2,2'-(Dithiodimethylene)-difuran",Sulfurous,Coffee,Onion
4501-58-0,"2,2,3-Trimethyl-3-Cyclopentene-1-acetaldehyde",Aldehydic,Green,Herbal
15373-31-6,"2,2,3-Trimethylcyclopent-3-enylacetonitrile",Herbal,Aromatic,Juniper
75490-39-0,"2,2,4-Trimethyl-4-phenyl-butane-nitrile",Citrus,Grapefruit,Rhubarb
65443-14-3,"2,2,5-Trimethyl-5-pentylcyclopentanone",Floral,Jasmin,Peach
7392-19-0,"2,2,6-Trimethyl-6-vinyltetrahydropyran",Citrus,Lime,Woody
2408-37-9,"2,2,6-Trimethylcyclohexanone",Citrus,Honey,Labdanum
69103-20-4,"2,2-Dimethyl-3-(3-methyl-2,4-pentadienyl)oxirane",Herbal,Floral,Green
104468-21-5,"2,2-Dimethyl-3-methyl-3-butenyl propanoate",Herbal,Chamomile,Fruity
13351-61-6,"2,2-Dimethyl-3-phenylpropanol",Floral,Rose,Fresh
7416-35-5,"2,2-Dimethyl-5-(1-methylpropen-1-yl)tetrahydrofuran",Herbal,Citrus,Green
54440-17-4,"2,3,3-Trimethylindanone",Spicy,Warm,Leathery
68433-81-8,"2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one",Powdery,Woody,Tobacco
3054-92-0,"2,3,4-Trimethyl-3-pentanol",Fruity,Green,Fresh
1124-11-4,"2,3,5,6-Tetramethylpyrazine",Gourmand,Nutty,Coffee
14667-55-1,"2,3,5-Trimethylpyrazine",Green,Nutty,Earthy
2416-94-6,"2,3,6-Trimethylphenol",Smoky,Phenolic,Leathery
513-85-9,"2,3-Butanediol",Fruity,Creamy,Buttery
18138-04-0,"2,3-Diethyl-5-methylpyrazine",Gourmand,Nutty,Nutty
15707-24-1,"2,3-Diethylpyrazine",Food Like,Green,Vegetable
300371-33-9,"2,3-Dihydro-1,1-dimethyl-1H-indene-ar-propanal",Green,Aldehydic,Floral
71850-78-7,"2,3-Dimethyl-4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2-butenal",Woody,Floral,Powdery
3782-00-1,"2,3-Dimethylbenzofuran",Aromatic,Phenolic,Dry
526-75-0,"2,3-Dimethylphenol",Earthy,Phenolic,Musty
5910-89-4,"2,3-Dimethylpyrazine",Food Like,Nutty,Roasted
96-04-8,"2,3-Heptanedione",Food Like,Buttery,Cheesy
3848-24-6,"2,3-Hexanedione",Gourmand,Buttery,Caramel
74338-72-0,"2,4,4,7-Tetramethyl-6-octen-3-one",Citrus,Fruity,Floral
81783-01-9,"2,4,4,7-Tetramethylnona-6,8-diene-3-one-oxime",Fruity,Blackcurrant,Grapefruit
13623-11-5,"2,4,5-Trimethylthiazole",Gourmand,Nutty,Cocoa
68527-77-5,"2,4,6-Trimethyl-3-cyclohexene-1-methanol",Floral,Spicy,Green
5182-36-5,"2,4,6-Trimethyl-4-phenyl-1,3-dioxane",Fruity,Citrus,Green
1423-46-7,"2,4,6-Trimethylcyclohex-3-enecarbaldehyde",Green,Privet,Dry
527-60-6,"2,4,6-Trimethylphenol",Smoky,Phenolic,Coffee
18409-21-7,"2,4-Decadien-1-ol",Citrus,Fresh,Green
131812-67-4,"2,4-Dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1,3-dioxolane",Woody,Amber,Warm
68039-49-6,"2,4-Dimethyl-3-cyclohexen-1-carboxaldehyde",Green,Grassy,Citrus
27606-09-3,"2,4-Dimethyl-4,4a,5,9b-tetrahydroindeno[1,2-d]-1,3-dioxin",Floral,Muguet,Magnolia
82461-14-1,"2,4-Dimethyl-4-phenyltetrahydrofuran",Citrus,Rhubarb,Green
62346-96-7,"2,4-Dimethylbenzyl acetate",Floral,Fruity,Fresh
67634-17-7,"2,4-Dimethylcyclohex-3-ene-1-methanol",Floral,Fresh,Green
67634-26-8,"2,4-Dimethylcyclohex-3-ene-1-methyl acetate",Citrus,Fruity,Grapefruit
67634-22-4,"2,4-Dimethylcyclohexylmethyl acetate",Floral,Herbal,Woody
108-47-4,"2,4-Dimethylpyridine",Smoky,Phenolic,Animal Like
16930-93-1,"2,4-Hexadienyl butyrate",Green,Grape,Fruity
16491-24-0,"2,4-Hexadienyl isobutyrate",Green,Apple,Galbanum
63450-36-2,"2,4-Nonadienol-1",Green,Violet,Cucumber
105-67-9,"2,4-Xylenol",Smoky,Roasted,Balsamic
68378-13-2,"2,5 or 6-Methoxy-3-methylpyrazine (mixture of isomers)",Gourmand,Chocolate,Roasted
5406-58-6,"2,5,5-Trimethyl-2-phenyl-1,3-dioxane",Woody,Sandalwood,Camphoraceous
82784-84-7,"2,5,6-Trimethyl-4-heptenal",Green,Ozonic,Melon
13851-06-4,"2,5,7-Trimethyl-2-decene-6,8-dione",Herbal,Hay,Green
41239-48-9,"2,5-Diethyltetrahydrofuran",Gourmand,Caramel,Coffee
4077-47-8,"2,5-Dimethyl-4-methoxy-3(2H)-furanone",Fruity,Vegetable,Sweet
123-32-0,"2,5-Dimethylpyrazine",Food Like,Nutty,Roasted
847144-75-6,"2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E,5E)-",Fruity,Sweet,Apple
357650-26-1,"2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E,5Z)-",Fruity,Rose,Apple
95-87-4,"2,5-Xylenol",Smoky,Roasted,sweet
141-13-9,"2,6,10-Trimethyl-9-undecenal",Green,Ozonic,Aldehydic
54082-68-7,"2,6,10-Trimethylundeca-5,9-dienal",Aldehydic,Floral,Marine
24048-13-3,"2,6,10-Trimethylundeca-5,9-dienal (dihydroapofarnesal)",Aldehydic,Hyacinth,Muguet
24048-14-4,"2,6,10-Trimethylundeca-5,9-dienol",Aldehydic,Waxy,Floral
432-25-7,"2,6,6-Trimethyl-1&2-cyclohexen-1-carboxaldehyde",Green,Saffron,Rose
472-66-2,"2,6,6-Trimethyl-1-cyclohexen-1-acetaldehyde",Herbal,Camphoraceous,Woody
473-54-1,"2,6,6-Trimethylbicyclo[3.1.1]heptan-3-ol",Aromatic,Pine,Woody
1125-21-9,"2,6,6-Trimethylcyclohex-2-ene-1,4-dione",Floral,Citrus,Green
116-26-7,"2,6,6-Trimethylcyclohexa-1,3-dienyl methanal",Herbal,Aldehydic,Tobacco
123-18-2,"2,6,8-Trimethylnonan-4-one",Balsamic,Fruity,Oily
91-10-1,"2,6-Dimethoxyphenol",Food Like,Phenolic,Smoky
17909-77-2,"2,6-Dimethyl-10-methylene-2,6,11-dodecatrienal",Citrus,Mandarin,Aldehydic
3016-19-1,"2,6-Dimethyl-2,4,6-octatriene",Aromatic,Floral,Fresh
13254-34-7,"2,6-Dimethyl-2-heptanol",Floral,Fresh,Lavender
68480-08-0,"2,6-Dimethyl-2-octyl acetate",Aromatic,Citrus,Herbal
108-82-7,"2,6-Dimethyl-4-heptanol",Food Like,Yeast,Fermented
108-83-8,"2,6-Dimethyl-4-heptanone",Fruity,Cognac,Pineapple
106-72-9,"2,6-Dimethyl-5-heptenal",Aldehydic,Green,Fruity
25279-09-8,"2,6-Dimethyloct-7-en-2-yl formate",Citrus,Floral,Fruity
1879-00-1,"2,6-Dimethyloct-7-en-4-one",Fruity,Tagetes,Floral
673-84-7,"2,6-Dimethylocta-2,4,6-triene",Floral,Peppery,Herbal
108-50-9,"2,6-Dimethylpyrazine",Food Like,Nutty,Roasted
108-48-5,"2,6-Dimethylpyridine",Food Like,Nutty,Leathery
7786-44-9,"2,6-Nonadien-1-ol",Green,Fruity,Cucumber
67674-36-6,"2,6-Nonadienal diethyl acetal",Green,Cucumber,Oily
67019-89-0,"2,6-Nonadienenitrile",Floral,Violet,Green
90480-35-6,"2,6-Octadienal, 3,7-dimethyl-, acid-isomerized",Citrus,Lime,Fruity
147060-73-9,"2,6-Octadienal, 3,7-dimethyl-, reaction products with Et alc.",Citrus,Verbena,Lime
38237-00-2,"2,6-Octadiene-1-thiol, 3,7-dimethyl-",Citrus,Grapefruit,Sulfurous
576-26-1,"2,6-Xylenol",Smoky,Phenolic,Neutral
68419-46-5,"2,7-Dimethyloct-5-en-4-one",Floral,Chamomile,Marigold
84642-57-9,"2-[(3,3,5-Trimethylcyclohexyl)acetyl]cyclopentan-1-one",Woody,Animal Like,Amber
94087-23-7,"2-[7-Isopropyl-5-methylbicyclo[2.2.2]oct-5-en-2-yl]-1,3-dioxolane",Floral,Green,Muguet
68901-32-6,"2-[8-Isopropyl-6-methylbicyclo[2.2.2]oct-5-en-2-yl]-1,3-dioxolane",Green,Floral,Muguet
32974-92-8,2-Acetyl-3-ethylpyrazine,Earthy,Nutty,Popcorn
23787-80-6,2-Acetyl-3-methylpyrazine,Food Like,Nutty,Roasted
1193-79-9,2-Acetyl-5-methylfuran,Gourmand,Nutty,Hay
1122-62-9,2-Acetylpyridine,Food Like,Roasted,Waxy
24295-03-2,2-Acetylthiazole,Food Like,Popcorn,Roasted
88-15-3,2-Acetylthiophene,Sulfurous,Nutty,Food like
551-93-9,2-Aminoacetophenone,Floral,Neroli,Grape
4740-79-8,"2-Benzyl-1,3-dioxan-5-ol",Green,Floral,Aldehydic
97384-48-0,2-Benzyl-2-methylbut-3-enenitrile,Minty,Citrus,Fruity
92368-90-6,2-Benzylheptanol,Floral,Muguet,Jasmin
20279-25-8,2-Bornyl propionate,Woody,Fruity,Pine
78-92-2,2-Butanol,Fruity,Sweet,Fermented
78-93-3,2-Butanone,Fruity,Pear,Light
1129-62-0,"2-Butanone, phenylhydrazone",Animal like,Dry,Balsamic
71048-83-4,"2-Buten-1-one, 1-(2,6,6-trimethyl-3-cyclohexen-1-yl)-, [1alpha(E),alpha]- (9CI)",Floral,Rose,Plum
3724-65-0,2-Butenoic acid,Acidic,cheesy,Green
54546-26-8,"2-Butyl-4,4,6-trimethyl-1,3-dioxane",Herbal,Green,Floral
62062-85-5,"2-Butyl-5,6-dihydro-2,4-dimethyl-2H-pyran",Green,Floral,Spicy
90-42-6,2-Cyclohexylcyclohexanone,Floral,Cyclamen,Cumin
4442-79-9,2-Cyclohexylethyl alcohol,Floral,Green,Peony
916887-53-1,2-Cyclohexylidene-2-o-tolylacetonitrile,Floral,Rose,Powdery
2109-22-0,2-Cyclohexylpropanal,Green,Aldehydic,Floral
21835-00-7,"2-Cyclopenten-1-one, 2-hydroxy-3,4-dimethyl-",Gourmand,Caramel,Anisic
4884-24-6,2-Cyclopentylcyclopentanone,Floral,Animal Like,Indolic
693-54-9,2-Decanone,Floral,Neroli,Peach
3913-71-1,2-Decenal,Aldehydic,Floral,Clean
6175-49-1,2-Dodecanone,Fruity,Citrus,Orange
4826-62-4,2-Dodecenal,Citrus,Aldehydic,Mandarin
68845-00-1,"2-Ethoxy-2,6,6-trimethyl-9-methylenebicyclo[3.3.1]nonane",Woody,Warm,Amber
5595-79-9,2-Ethoxy-4-(methoxymethyl)phenol,Floral,Spicy,Carnation
96840-56-1,2-Ethoxy-4-[(1-methylethoxy)methyl] phenol,Spicy,Floral,Sweet
2563-07-7,2-Ethoxy-4-methylphenol,Gourmand,Vanilla,Sweet
18368-91-7,"2-Ethyl-1,3,3-trimethyl-2-norbornanol",Earthy,Rooty,Camphoraceous
97-95-0,2-Ethyl-1-butanol,Fruity,Sweet,Berry
104-76-7,2-Ethyl-1-hexanol,Camphoraceous,Aldehydic,Sweet
15707-23-0,2-Ethyl-3-methylpyrazine,Food Like,Nutty,Corn
28219-61-6,"2-Ethyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-buten-1-ol",Woody,Sandalwood,Creamy
27538-09-6,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone,Gourmand,Sweet,Maple
27538-10-9,2-Ethyl-4-hydroxy-5-methylfuran-3(2H)-one,Gourmand,Caramel,Butterscotch
15679-12-6,2-Ethyl-4-methylthiazole,Food Like,Green,Nutty
122795-41-9,2-Ethyl-5-methoxybicyclo[2.2.1]heptane,Citrus,Green,Herbal
13360-64-0,2-Ethyl-5-methylpyrazine,Food Like,Coffee,Roasted
10031-87-5,2-Ethylbutyl acetate,Fruity,Sweet,Floral
88-09-5,2-Ethylbutyric acid,Acidic,Neutral,Pungent
27043-05-6,2-Ethyl-dimethylpyrazine (isomer unspecified),Gourmand,Toasted,Nutty
3208-16-0,2-Ethylfuran,Gourmand,Sweet,Malty
123-05-7,2-Ethylhexanal,Fruity,Green,Oily
103-09-3,2-Ethylhexyl acetate,Fruity,Sweet,Berry
64825-20-3,2-Ethylidenedecan-1-al,Aldehydic,Fresh,Mandarin
13925-00-3,2-Ethylpyrazine,Food Like,Peanut,Cocoa
564-94-3,"2-Formyl-6,6-dimethylbicyclo(3.1.1)hept-2-ene",Spicy,Cinnamon,Tonka
59020-90-5,2-Furanmethanethiol formate,Sulfurous,Nutty,Coffee
1192-62-7,2-Furyl methyl ketone,Gourmand,Sweet,Milky
1392277-05-2,"2H-2,4a-Methanonaphthalen-1(5H)-one, hexahydro-5,5-dimethyl-2-propyl-",Woody,Amber,Dry
676125-00-1,"2H-2,4a-Methanonaphthalene, 1,3,4,5,6,7-hexahydro-7-methoxy-1,1,5,5-tetramethyl-",Woody,Vetiver,Grapefruit
1127890-59-8,"2H-Cyclopenta[b]furan, hexahydro-6,6,6a-trimethyl-2-(1-methylpropyl)-",Fruity,Woody,Green
875471-31-1,"2H-Pyran-2-one, tetrahydro-5-pentyl-",Citrus,Verbena,Green
214335-70-3,"2H-Pyran-2-one, tetrahydro-5-propyl-",Gourmand,Coconut,Tobacco
1099648-69-7,"2H-Pyran-4-ol, 2-(1-ethylpropyl)tetrahydro-4-methyl-",Green,Floral,Verbena
854737-09-0,"2H-Pyran, 3-heptyltetrahydro-",Green,Coriander,Aldehydic
60335-74-2,"2H-Pyran, tetrahydro-4-methylene-2-phenyl-",Floral,Green,Rose
950919-28-5,"2H-1,5-Benzodioxepin-3(4H)-one, 7-(1-methylethyl)-",Floral,Green,Marine
543-49-7,2-Heptanol,Herbal,Fresh,Lemongrass
110-43-0,2-Heptanone,Herbal,Fruity,Pear
5921-82-4,2-Heptyl acetate,Fruity,Fenugreek,Green
4359-57-3,"2-Heptyl-1,3-dioxolane",Citrus,Orange,Aldehydic
137-03-1,2-Heptylcyclopentanone,Floral,Jasmin,Fruity
39189-74-7,2-Heptylidenecyclopentan-1-one,Floral,Fruity,Jasmin
2435-16-7,2-Heptyltetrahydrofuran,Green,Rose,Floral
7541-49-3,"2-Hexadecen-1-ol, 3,7,11,15-tetramethyl-",Floral,Green,Jasmin
626-93-7,2-Hexanol,Herbal,Fruity,Green
2305-21-7,2-Hexen-1-ol,Green,Sharp,Leafy
341017-24-1,"2-Hexen-1-ol, 3-methyl-, 1-acetate",Fruity,Apple,Pear
505-57-7,2-Hexenal,Green,Aldehydic,Floral
165184-98-5,2-Hexyl-(E)-cinnamaldehyde,Floral,Jasmin,Citrus
1708-34-5,"2-Hexyl-1,3-dioxolane",Fruity,Fresh,Green
13074-65-2,2-Hexylcyclopentanone,Floral,Jasmin,Fruity
17373-89-6,2-Hexylidene cyclopentanone,Floral,Jasmin,Green
16429-07-5,2-Hexylidenecyclohexan-1-one,Green,Floral,Muguet
476332-65-7,"2H-Indeno[4,5b] furan, decahydro-2,2,6,6,7,8,8-heptamethyl",Amber,Woody,Dry
149713-24-6,"2H-Pyran, tetrahydro-4-methyl-2-phenyl-, (2R,4R)-rel-",Floral,Rose,Green
149713-23-5,"2H-Pyran, tetrahydro-4-methyl-2-phenyl-,(2R,4S)-rel",Floral,Rose,Green
118-93-4,2-Hydroxyacetophenone,Balsamic,Phenolic,Honey
42822-86-6,"2-Hydroxy-alpha,alpha,4-trimethylcyclohexanemethanol",Floral,Geranium,Rose
1984-60-7,2-Hydroxyethyl phenoxyacetate,Floral,Green,Rose
87-41-2,2-Hydroxymethylbenzoic acid gamma lactone,Tobacco like,Hay,Coconut
24683-00-9,2-Isobutyl-3-methoxypyrazine,Green,Galbanum,Pea
13925-06-9,2-Isobutyl-3-methylpyrazine,Gourmand,Caramel,Herbal
63500-71-0,2-Isobutyl-4-methyltetrahydro-2H-pyran-4-ol (Pyranol),Floral,Muguet,Soft
93-19-6,2-Isobutylquinoline,Woody,Amber,Dry
18640-74-9,2-Isobutylthiazole,Green,Earthy,Metallic
31574-44-4,2-Isopropyl-4-methylanisole,Green,Aromatic,Herbal
15679-13-7,2-Isopropyl-4-methylthiazole,Fruity,Apricot,Peach
35158-25-9,2-Isopropyl-5-methyl-2-hexenal,Herbal,Lavender,Woody
88-69-7,2-Isopropylphenol,Animal like,Phenolic,Woody
24168-70-5,2-Methoxy-3-(1-methylpropyl)pyrazine,Green,Galbanum,Pea
25773-40-4,2-Methoxy-3(5 and 6)-isopropylpyrazine,Gourmand,Chocolate,Ethereal
2847-30-5,2-Methoxy-3-methylpyrazine,Green,Almond,Peanut
93-51-6,2-Methoxy-4-methylphenol,Spicy,Smoky,Vanilla
2785-87-7,2-Methoxy-4-propylphenol,Spicy,Dry,Bayleaf
7786-61-0,2-Methoxy-4-vinylphenol,Spicy,Sweet,Clove
91-63-4,2-Methyl quinoline,Green,Woody,Medicinal
1569-60-4,2-Methyl-2-hepten-6-ol,Green,Floral,Citrus
623-36-9,2-Methyl-2-pentenal,Herbal,Fresh,Floral
16957-70-3,2-Methyl-2-pentenoic acid,Fruity,Strawberry,Woody
75-65-0,2-Methyl-2-propanol,Aromatic,Camphoraceous,Herbal
68555-63-5,2-Methyl-3-(1-oxopropoxy)-4H-pyran-4-one,Gourmand,Sweet,Strawberry
103-95-7,2-Methyl-3-(p-isopropylphenyl)propionaldehyde,Floral,Green,Cyclamen
32737-14-7,"2-Methyl-3,5 or 6-ethoxypyrazine",Gourmand,Sweet,Nutty
115-18-4,2-Methyl-3-buten-2-ol,Herbal,Earthy,Oily
41496-43-9,2-Methyl-3-tolylpropionaldehyde,Floral,Citrus,Balsamic
28219-60-5,"2-Methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-2-buten-1-ol",Woody,Sandalwood,Creamy
104864-90-6,"2-Methyl-4-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-1-ol",Woody,Sandalwood,Pungent
72089-08-8,"2-Methyl-4(2,2,3-trimethyl-3-cyclopentenyl)butanol",Woody,Sandalwood,Warm
3155-71-3,"2-Methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)-2-butenal",Floral,Violet,Osmanthus
68901-22-4,2-Methyl-4-(camphenyl-8)-cyclohexanone,Animal like,Woody,Amber
33941-99-0,"2-Methyl-4-phenyl-1,3-dioxolane",Animal like,Floral,Jasmin
103-05-9,2-Methyl-4-phenyl-2-butanol,Floral,Rose,Citrus
103-07-1,2-Methyl-4-phenyl-2-butyl acetate,Floral,Rose,Tea
10031-71-7,2-Methyl-4-phenyl-2-butyl isobutyrate,Fruity,Sweet,Tropical-Fruit
40654-82-8,2-Methyl-4-phenylbutyraldehyde,Floral,Earthy,Musty
92585-24-5,2-Methyl-4-phenylpentanol,Citrus,Grapefruit,Fresh
67715-80-4,"2-Methyl-4-propyl-1,3-oxathiane",Green,Tropical-Fruit,Galbanum
13678-59-6,2-Methyl-5-(methylthio)furan,Food Like,Roasted,Coffee
25634-93-9,2-Methyl-5-phenylpentanol,Floral,Rose,Powdery
137-32-6,2-Methylbutanol,Fruity,Fresh,Green
2445-78-5,2-Methylbutyl 2-methylbutyrate,Fruity,Pear,Apple
2445-77-4,2-Methylbutyl 3-methylbutanoate,Fruity,Apple,Pear
624-41-9,2-Methylbutyl acetate,Fruity,Sweet,Banana
51115-64-1,2-Methylbutyl butyrate,Fruity,Apple,Floral
96-17-3,2-Methylbutyraldehyde,Gourmand,Cocoa,Coffee
19009-56-4,2-Methyldecanal,Aldehydic,Citrus,Floral
69300-15-8,2-Methyldecanenitrile,Fruity,Peach,Jasmin
1188-02-9,2-Methylheptanoic acid,Food Like,Waxy,Cheesy
91-57-6,2-Methylnaphthalene,Floral,Sweet,Woody
7786-29-0,2-Methyloctanal,Floral,Rose,Muguet
3142-72-1,2-Methylpent-2-en-1-oic acid,Fruity,Sweet,Strawberry
1838-88-6,2-Methylpent-2-en-1-yl acetate,Fruity,Pear,Melon
123-15-9,2-Methylpentanal,Fruity,Fresh,Herbal
50607-64-2,2-Methylpentanal-methyl anthranilate (Schiff base),Green,Citrus,Floral
90397-38-9,2-Methylpentyl 2-methylvalerate,Fruity,Green,Pear
2445-67-2,2-Methylpropyl 2-methylbutyrate,Fruity,Sweet,Berry
589-59-3,2-Methylpropyl 3-methylbutyrate,Fruity,Apple,Raspberry
5461-06-3,2-Methylpropyl octanoate,Fruity,Green,Oily
10588-10-0,2-Methylpropyl pentanoate,Fruity,Sweet,Tropical-Fruit
109-08-0,2-Methylpyrazine,Food Like,Nutty,Earthy
3188-00-9,2-Methyltetrahydrofuran-3-one,Gourmand,Nutty,Caramel
80-59-1,2-Methyl-trans-2-butenoic acid,Spicy,Woody,Caramel
110-41-8,2-Methylundecanal,Aldehydic,Orange,Citrus
68141-17-3,2-Methylundecanal dimethyl acetal,Aldehydic,Lemon,Green
24323-25-9,2-Methylundecanoic acid,Fruity,Waxy,Creamy
97-61-0,2-Methylvaleric acid,Acidic,Sour,Cheesy
127459-79-4,"2-Naphthalenecarboxaldehyde, 5,6,7,8-tetrahydro-3,5,5,6,7,8,8-heptamethyl-",Musk like,Earthy,Floral
821-55-6,2-Nonanone,Fruity,Floral,Herbal
22104-79-6,2-Nonen-1-ol,Fruity,Oily,Melon
2463-53-8,2-Nonenal,Green,Cucumber,Oily
21963-26-8,2-Nonenoic acid gamma-lactone,Fruity,Minty,Coconut
13257-44-8,2-Nonyn-1-al dimethylacetal,Green,Floral,Violet
123-96-6,2-Octanol,Green,Floral,Leafy
111-13-7,2-Octanone,Green,Mushroom,Banana
4643-27-0,2-Octen-4-one,Fruity,Sweet,Tropical-Fruit
2363-89-5,2-Octenal,Aldehydic,Green,Herbal
60308-76-1,"2-Octenoic acid, 4-ethyl-, (2E)-",Animal like,Leathery,Warm
2345-28-0,2-Pentadecanone,Floral,Oily,Fresh
6032-29-7,2-Pentanol,Gourmand,Fermented,Fruity
107-87-9,2-Pentanone,Fruity,Sweet,Fermented
21016-46-6,"2-Pentenoic acid, 2,4-dimethyl-, ethyl ester, (2E)-",Herbal,Fruity,Green
84560-00-9,2-Pentylcyclopentan-1-ol,Floral,Magnolia,Fruity
4819-67-4,2-Pentylcyclopentan-1-one,Floral,Jasmin,Green
3777-69-3,2-Pentylfuran,Fruity,Green,Cocoa
68141-20-8,2-Phenethyl crotonate,Floral,Rose,Neutral
122-99-6,2-Phenoxyethanol,Floral,Rose,Spicy
103-60-6,2-Phenoxyethyl isobutyrate,Floral,Fruity,Rose
23495-12-7,2-Phenoxyethyl propionate,Fruity,Balsamic,Myrrh
4411-89-6,2-Phenyl-2-butenal,Gourmand,Honey,Rose
617-94-7,2-Phenyl-2-propanol,Balsamic,Green,Floral
67662-96-8,2-Phenylethyl pivalate,Floral,Rose,Fruity
7460-74-4,2-Phenylethyl valerate,Floral,Fruity,Rose
3508-98-3,2-Phenylhexanenitrile,Herbal,Balsamic,Green
93-53-8,2-Phenylpropionaldehyde,Green,Floral,Rose
90-87-9,2-Phenylpropionaldehyde dimethyl acetal,Floral,Green,Watery
2520-60-7,2-Prenylcyclopentanone,Floral,Jasmin,Warm
90530-04-4,"2-Propanol, reaction products with boron trifluoride and 5-ethylidenebicyclo[2.2.1]hept-",Herbal,Citrus,Liquorice
"",2-ene,,,
56138-10-4,"2-Propen-1-ol, 2-methyl-3-(4-methylphenyl)-, (2E)-",Floral,Anisic,Linden
820975-49-3,"2-Propenoic acid, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-methylpropyl ester",Musk like,Fruity,Pear
208041-98-9,2-Propyl heptanenitrile,Floral,Fruity,Jasmin
699-02-5,2-p-Tolylethanol,Floral,Rose,Cyclamen
14765-30-1,2-sec-Butylcyclohexanone,Herbal,Minty,Camphoraceous
13491-79-7,2-tert-Butylcyclohexanol,Herbal,Camphoraceous,Minty
1728-46-7,2-tert-Butylcyclohexanone,Woody,Camphoraceous,Patchouli
88-41-5,2-tert-Butylcyclohexyl acetate,Fruity,Apple,Woody
21662-13-5,2-trans-6-cis-Dodecadienal,Citrus,Green,Fruity
56767-18-1,2-trans-6-trans-Octadienal,Aldehydic,Citrus,Green
20407-84-5,2-trans-Dodecenal,Aldehydic,Citrus,Coriander
593-08-8,2-Tridecanone,Herbal,Fruity,Floral
7774-82-5,2-Tridecenal,Aldehydic,Mandarin,Orange
1653-30-1,2-Undecanol,Fruity,Oily,Peach
112-12-9,2-Undecanone,Herbal,Floral,Citrus
2463-77-6,2-Undecenal,Citrus,Green,Fruity
22629-48-7,2-Undecenenitrile,Green,Citrus,Floral
31906-04-4,3 and 4-(4-Hydroxy-4-methylpentyl)-3-cyclohexene-1-carboxaldehyde,Floral,Muguet,Sweet
1577-18-0,"3-Hexenoic acid, (3E)-",Food Like,Cheesy,Fruity
85508-08-3,"3-Pentenoic acid, 2-methyl-, hexyl ester",Fruity,Tropical-Fruit,Sweet
40942-73-2,3-(2-Oxopropyl)-2-pentylcyclopentanone,Floral,Jasmin,Fresh
68804-00-2,"3-(4,7,7-Trimethylbicyclo[4.1.0]hept-3-yl)acrylonitrile",Floral,Rose,Fresh
68804-02-4,"3-(4,7,7-Trimethylbicyclo[4.1.0]hept-3-ylidene)propiononitrile",Floral,Rose,Fresh
51414-25-6,3-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,Floral,Muguet,Aldehydic
15760-18-6,3-(4-Methyl-3-cyclohexenyl)butanol,Floral,Rose,Muguet
68084-04-8,3-(4-Methyl-3-pentenyl)-3-cyclohexene-1-carbonitrile,Marine,Cooling,Fresh
52475-89-5,3-(4-Methyl-3-pentenyl)cyclohex-3-ene-1-carbaldehyde,Aldehydic,Fresh,Green
6819-19-8,3-(4-Methylcyclohex-3-enyl)-3-butenyl acetate,Floral,Herbal,Green
3407-42-9,"3-(5,5,6-Trimethylbicyclo[2.2.1]hept-2-yl)cyclohexan-1-ol",Woody,Soft,Sweet
53253-09-1,3-(cis-3-hexenyl)-2-cyclopentenone,Floral,Citrus,Jasmin
142653-61-0,3-(cis-3-Hexenyloxy)propanenitrile,Green,Floral,Violet
59191-78-5,3-(Hydroxymethyl)-2-octanone,Herbal,Sweet,Lavender
67801-33-6,3-(Hydroxymethyl)nonan-2-one,Herbal,Lavender,Sweet
51755-66-9,3-(Methylthio)-1-hexanol,Fruity,Pineapple,Mango
51755-85-2,3-(Methylthio)hexyl acetate,Sulfurous,Garlic,Onion
