CID,Flavor Profile: ,FEMA Flavor Profile: ,Taste: ,Odor: 
7092,"coconut, powdery, sweet, vanilla, anise, balsam, creamy, floral, bitter",,"almost bitter taste above 50 ppm, turning sweet and vanilla-like at lower levels.
sweet, coconut taste
vanilla flavor","somewhat dry, herbaceous (tonka-like) odor
also characterized as a delicate fig or date sweetness.
coconut odor"
7095,"geranium, rose, pungent, green",Floral,,"pleasant, peculiar odor
... pleasant, characteristic odor.
pleasant, butter-like"
7119,"orange, neroli, floral, sweet, naphthyl, blossom, acacia",,,
7122,"orange, powdery, neroli, sweet, blossom",,,
7127,"coconut, sweet, balsam, mesquite, clove, peach, anise, musty, creamy, carnation, bitter, oily, spicy, chocolate, warm, raspberry, spice, apricot, vanilla, banana, cinnamon, fresh, plum",,"bitter, burning taste","mild-spicy, slightly herbal odor
clove, carnation odor"
7129,"orange, powdery, naphtha, grape, floral, blossom",Floral,,
7136,"carnation, spice, clove, malt, fresh, floral, woody, sweet",Floral,,
7144,"phenolic, clove, leather, smoky, bacon, medical, mesquite, carnation, medicinal, bitter, vanilla, spice",Phenol,,
7146,"lilac, sharp, fresh, floral, leaf, hyacinth, green",Floral,,
7147,"floral, sweet, balsam",Floral,,
7148,"lilac, hawthorn",Fruit,,"strong, persistent, agreeable, flowery odor"
7150,"prune, cananga, floral, wintergreen, lettuce, sweet, almond, herb, phenolic","Herb, Lettuce, Prune, Violet","fruity, nutty, ... with cherry taste","fragrant odor
fruity odor, also similar to cananga
medicinal odor"
7151,"tobacco, herbal, warm",Heat,,
7165,"dry, celery, wintergreen, grape, cherry, fruity, sweet, plum, anise, musty, camomile, balsam, strawberry, fruit, minty, berry, cranberry, raspberry, bitter, banana, flower","Camomile, Celery, Fat, Flower, Fruit",,
7170,"sweet, cherry, bitter, acetophenone, fruity",Fruit,,
7175,"burnt, smoky, sweet, woody, hawthorn",,,odorless or has faint odor
7184,"very faint, phenolic",,,odorless
7187,"benzaldehyde, mild",,tasteless,"faint, benzaldehyde-like odor."
7193,"sweet, waxy, balsamic, green",Balsamic,,
7194,"soft, rose, floral, honey, balsam",,,
7196,bitter,,,
7197,,,,
7222,"rubber, vegetable, gasoline, sulfury, meat, rubbery, coffee, nutty, cooked","Nut, Rubber",,"odor similar to that of quinoline
unpleasant odor"
7225,"tobacco, burnt, powdery, capers, meaty, phenolic",,,
7237,geranium,,,"sweet
aromatic odor"
7247,plastic,,,"distinctive, aromatic odor"
7249,"flat, dry",Phenol,0.05 mg/l (taste threshold concn),
7267,"bacon, sweet, naphthyl, phenolic, smoke",,0.5 mg/l (taste threshold concn),
7269,"rancid, sweet",,,
7283,fishy,,,
7284,"musty, coffee, cocoa, nutty, almond","Almond, Cocoa, Fermented, Hazelnut, Malt",,
7288,"ethereal, acetone, ether",,,acetone odor
7302,"caramel, oily, fatty, sweet, creamy","Caramel, Cheese, Roasted Nut",,"pleasant odor
faint odor"
7304,"smoky, powerful, herbal, woody",,,
7311,,,,
7330,bitter,,,
7335,"sweet, fruity, minty, spearmint, green","Green, Spearmint",,
7336,"minty, sweet, fruity, warm",Fruit,,
7341,"sour, cheese",Dairy,,
7342,"rubber, alcoholic, ethereal, strawberry, sweet, fusel, fruity, rummy",,,
7344,"butterscotch, butter, tart, sharp, fruit, fruity, buttery","Cheese, Floral, Fruit, Pungent, Rubber","sweet, fruity, creamy and pineapple like taste
milk cream taste","buttery odor
fruity butterscotch"
7351,"tropical, pineapple, grape skin",Fruit,,"fruity odor
odor and taste reminiscent of pineapple"
7353,"apple, banana, sweet, fruity, tropical, green",Fruit,,
7359,"ethereal, cocoa, sweet, fruity, green",Fruit,,
7360,"caramel, warm, cauliflower, vegetable, oily, faint",Nuts,,"mild odor
odorless"
7361,"coffee, alcoholic, bitter, musty, chemical, caramel, sweet, burnt, bread","Burnt, Caramel, Cooked",bitter,faint burning odor
7362,"fragrant, bread, woody, sweet, baked, almond","Almond, Baked Potatoes, Bread, Burnt, Spice",distinct caramel taste,"peculiar odor, somewhat resembling the odor of benzaldehyde
... almond-like odor ..."
7363,"roast, chocolate, burnt, sulfurous, roasted, smoky, sulfury, fishy, oily, fatty, coffee","Coffee, Roasted Meat",,
7364,"sulfur, sulfurous",,,
7393,"leather, oakmoss",,,
7405,"ethereal, sweet, mild",,,
7409,"acetophenone, gardenia, fresh, sweet, hyacinth","Floral, Honey, Rose",,"mild floral odor
mild hyacinth-gardenia odor
weak, bitter, almond-like odor"
7410,"mimosa, hawthorn, sweet, acacia, almond, pungent, hawthorne, chemical, flower, bitter, must","Almonds, Flower, Meat, Must","bitter, aromatic flavor","sweet, pungent odor of acacia
orange blossom or jasmine-like"
7413,"acidic, tropical, fruity, metallic, cheese",Fruit,,
7427,sweet,At low levels can alter the perception of sweetness and alter the perception of various flavor and taste characteristics & does not impart sweetness at the levels used as a flavoring ingredient,,
7438,"caraway, minty, spearmint, fresh","Caraway, Fat, Fresh, Spearmint",,
7439,"mint, licorice, fennel, basil, minty","Basil, Bitter, Caraway, Fennel, Mint",,
7447,sweet-like,,,
7456,odorless,,slight burning taste,odorless or has faint characteristic odor
7459,pine,,,
7460,"mint, citrus, peppery, spice, herbal, turpentine, woody, terpene, green","Citrus, Fresh, Mint, Pepper, Spice, Wood",,
7461,"lemon, gasoline, tropical, terpene, turpentine, herbal, woody, bitter, oily, lime","Bitter, Citrus",,
7462,"lemon, citrus, terpene, medicinal, herbal, woody, bitter, camphoraceous",Lemon,,
7463,"solvent, citrus, spice, gasoline, fresh, woody, terpene","Citrus, Fresh, Solvent",,"sweetish aromatic odor
mild pleasant odor
when pure, has a weak citrus odor"
7465,"woody, medicinal, spicy, warm",,,
7469,"mild, sweet, balsam, hawthorn, mimosa",,,
7476,"butter, anisic, powdery, sweet, balsamic, hawthorn, caramel, acacia, bitter, vanilla",Bitter,bitter and unpleasant taste,"pleasant odor
hawthorn odor
similar to that of p-methylacetopheneone, suggestive of hawthorn and floral note of heliotrope"
7478,"putrid, sweet, faint, cadaverous",Savory,,
7500,,,,"aromatic odor
pungent odor
sweet, gasoline-like odor"
7501,"balsamic, gasoline, floral, sweet, balsam, plastic",,,"extremely penetrating
an aromatic odor
sweet, floral odor
if pure, sweet and pleasant, but usually contains aldehydes that have a typical penetrating smell, sharp, sweet, and unpleasant."
7505,rancid,,sharp taste,odor of volatile oil of almond
7507,,,,
7509,"mint, sulfurous, garlic, onion, sharp, coffee, horseradish, alliaceous",Savory,flavor threshold values of benzyl mercaptan in water: 1.0 ug/l. /from table/,"repulsive, garlic-like odor
odor of leek"
7519,"butter, ethereal, alcohol, gasoline, anise, cheese, phenolic",,sweet,"sweet anise-like odor
agreeable aromatic odor
spicy-sweet"
7520,"solvent, toluene, woody, spicy",Floral,,
7523,"grassy, grass, green",,,
7531,"rhubarb, rose, green, cortex, clean, floral, bitter, oily",Floral,,
7533,sweet,,"sweet-sour
a bitter taste becomes noticeable when quantity in foods approaches 0.5%.",odorless
7535,bitter,,,
7559,"spice, waxy, floral, sweet, honey, almond","Honey, Jasmine",,
7583,"geranium, phenolic, green, leaf",Green,,geranium-like odor
7590,"grapefruit, balsam, rose, anise, chocolate, honey, melon, fruit, sweet, floral, raspberry, bitter, cocoa","Floral, Fruit, Honey, Rose",,
7593,"benzaldehyde, bitter, plastic, almond, seedy",Cut Grass,,
7599,"woody, anise, honey, balsam",Floral,,
7600,"chocolate, castoreum, jasmine, animal, cocoa, sweet, honey, balsam, mango",Floral,,
7601,"rose, floral, sweet, honey, balsam, hyacinth",Floral,,
7616,"ammoniacal, fishy",,,amine odor
7632,"rose, linalool, fresh, lily, clean, violet, green",Floral,,
7633,"leafy, rose, narcissus, sweet, balsam, deep, green",Floral,,
7643,"wine, floral, fruity, honey, balsam","Flower, Fruit",,
7646,"jasmine, jasmin, rose, oily, sweet, fruity, tropical",Fruit,,
7650,"peach, butter, berry, jasmine, apricot, jasmin, fresh, logenberry, plum, fruity, pear, cheese","Melon, Peach, Plum",,
7651,"apple, pineapple, herbal, sweet, fruity",Fruit,,
7654,"tobacco, rose, floral, sweet, honey, fruity, tropical","Flower, Honey, Rose",,
7655,"peach, rose, pastry, tea, floral, bitter, fruity",Green,,
7657,"chocolate, rose, earthy, mushroom, sweet, fruity, cherry, almond, plastic",Fruit,mushroom taste,"faint, almond odor
very slight odor of benzaldehyde"
7658,"yeast, strawberry, floral, musty, sweet",Floral,,
7662,"balsam, sweet, bitter, fruity",Fruit,,
7663,,Fruit,,
7664,,Floral,,
7668,,,,
7685,"animal, narcissus, floral, lily, fruity, green",Floral,,
7695,"powdery, coumarin, vanilla, creamy, plum, sweet, balsam, fruity, cherry, almond, tonka",Fruit,,
7702,"licorice, fennel, sassafrass, sweet, anise",Floral,,
7704,"coconut, waxy, fatty, sweet, creamy, dairy, tonka","Coconut, Fruit",,
7707,"chocolate, cortex, clove, foliage, strawberry, fresh, green, honey, balsam, leaf, hyacinth, storax, cinnamon",Green,,
7708,"pineapple, apricot, floral, fruity, cranberry, almond, black tea, spicy",Fruit,,
7710,"peach, coconut, waxy, oily, creamy, sweet, buttery",,"taste characteristics at 10 ppm: coconut, creamy, waxy with fatty milky notes",strong odor reminiscent of coconut
7711,"hyacinth, rose, green, herbal, watercress, bitter",Green,,
7714,"peach, coconut, lactonic, apricot, fatty, creamy, fruity, ketonic","Apricot, Fruit",,
7720,"citrus, rose, fresh, floral, oily, sweet, green","Green, Rose","sweet, fatty-floral taste with fruital note
intense and unpleasant","mild, oily, sweet, slightly floral odor reminiscent of rose
intense and unpleasant"
7725,"cherry, deep, fruity, phenolic",,,floral odor
7728,"raw, roasted, potato, earthy, strong, nutty",Savory,,"sharp, penetrating odor
strong aromatic odor"
7731,"powdery, cresol, naphthyl, camphoraceous, nutty, ylang, cedar",Floral,nutty taste,"strong floral odor
pungent odor suggestive of ylang-ylang
sharp, fruity sweet odor"
7733,"pineapple, floral, woody, sweet, fruity",Floral,,
7738,"caramel, chocolate, powdery, vanilla, rose, lilac, floral, sweet, honey, hawthorn, hyacinth, flower","Flower, Herb",,
7742,"coconut, caramel, nut, fat, hay, fruit, sweet, nutty, tonka",,,
7749,"pineapple, grape, fruit, sweet, rum, fruity, juicy","Apple, Pineapple, Rum, Strawberry",,"reminiscent of rum & pineapple
fruity odor
odor of pineapple
butter- or rum-like"
7755,"cheesy, sweaty, acidic, sharp, animal, fruity, green",Savory,,
7757,"citrus, fruity, fresh, green",,,agreeable odor
7761,"apple, sweet, fruity, green",Apple,,
7762,"apple, pineapple, banana, fruit, fruity, juicy, cognac","Apple, Butter, Cheese, Pineapple, Strawberry","sweet, pineapple taste
can be tasted in water at a level of 0.450 ppm and at 0.015 ppm in milk",pineapple odor
7765,"cream, nut, tart, ether, vegetable, earthy, fruit, sweet, honey, green","Creamy, Fruit, Pleasant, Tropical Fruit","whiskey taste
nutty after-taste","pungent, green, woody solvent odor"
7768,"spicy, bitter, amine",Spice,unpleasant,... unpleasant odor ...
7770,"solvent, pineapple, apricot, sweaty, rancid, sweet, fruity","Apricot, Fruit, Pineapple, Solvent",,
7772,"tomato, ripe, sweet, fruity, tropical, fruit, pineapple, bitter, banana","Apple, Apricot, Pineapple",,
7775,"peach, pineapple, sweet, fruity, tropical, green","Green, Spice",,
7778,"peach, apricot, rose, plum, honey, bergamot, cucumber",Fruit,,
7781,"geranium, rose, verbena",Floral,,
7790,"alcoholic, mild",,,
7792,"waxy, citrus, aldehydic, musty, green, soapy, bitter, leathery",Floral,,
7793,"oil, powdery, rose, waxy, floral, geranium",,,
7794,"lemon, citrus, rose, fat, herbal, waxy, floral, sweet, aldehydic, cherry, dry","Citrus, Fat, Leaf",,intense lemon-citronella-rose odor
7795,"hop_oil, apricot, whiskey, banana, tropica, papaya, melon, fruity, pear, green",Fruit,,
7797,"pineapple, wine, fruit, plum, fruity, melon, rum, cognac","Brandy, Fruit, Wine",,
7798,butter,,,pungent odor
7799,"apricot, fat, wine, waxy, banana, brandy, fruit, sweet, fruity, pear","Apricot, Brandy, Fat, Floral, Pineapple",,
7800,"waxy, floral, sweet, clean, leaf, soapy","Floral, Fruit, Leaf",,
7802,"fatty, powerful, fruity, green",Cool,"melon, banana flavor","green odor
powerful, fruity odor"
7803,"sweet, pungent, chemical, pineapple, sharp, bitter, fruity","Apple, Banana, Pineapple",,
7809,,,,"sweet
aromatic odor
characteristic odor"
7820,"floral, sweet, fruity, green",Fruit,"fruity, winey, & burning flavor","pleasant, ethereal, winey odor"
7823,sweet,,,
7824,"pineapple, ether, fresh, fruit, sweet, fruity","Ester, Fresh, Fruit, Pineapple",,
7826,"berry, waxy, floral, fruit, sweet, orris, green",Green,,
7845,,,,
7847,"cherry, almond",,,"extremely sharp
extremely acrid, pungent, burnt sweet
hot fat
disagreeable choking odor"
7848,"cabbage, onion, sweet, gassy, natural","Cabbage, Onion",below 2-3 ppm sweet onion & cabbage-like flavor,"offensive
characteristic odor of cabbage"
7852,ammoniacal,,,strong ammonia odor
7858,"mustard, pungent",,,"pungent, mustard-like odor"
7888,"waxy, floral, lily, sweet, tropical, melon, green",Floral,,
7894,"unpleasant, ammonia",,,
7895,"potato, alcohol, ether, ethereal, wine, banana, fishy, fruit, sweet, woody, fruity","Fruit, Pungent",,characteristic acetone-like odor
7896,"odorless, bitter",,sweet flavor with bitter aftertaste,"practically odorless
odorless when pure"
7909,"solvent, spice, herbal, sharp, fruity, dairy, green",,,"pleasant odor
faint, ketonic and camphor odor"
7915,"ethereal, chemical, banana, sweet, fruity",Banana,on dilution a sweet apple-like flavor,"aromatic
... fruity odor.
quality: sweet, ester
hedonic tone: pleasant to unpleasant
pleasant-odored"
7916,"berry, acetic, ethereal, sweet, fruity, grape skin",Fruit,,
7918,"sharp, vinegar",,,"strong acetic odor
strong, pungent, vinegar-like odor."
7921,"tobacco, warm, herbal, cocoa, sweet, woody",Herb,,
7929,plastic,,taste threshold: 0.3 ppm,"sweet odor
aromatic odor"
7936,,Green,,
7937,"bready, oily, woody, cocoa, nutty, amine",Savory,,odor of pyridine plus peppermint
7938,"roast beef, roasted nuts, coffee, cocoa, roasted nut","Cocoa, Coffee, Green, Roast Beef, Roasted Nut",,
7943,fruity,,,
7945,"apple, pineapple, tutti frutti, fruit, sweet, fruity","Apple, Fruit, Pineapple, Sour",,
7947,,,,"peculiar odor
distinctive, aromatic odor
sweet odor"
7957,"fermented, mild, ethereal, fresh, yeasty",Green,,
7958,"pineapple, banana, fruity, metallic, green",Fruit,,"peppermint odor
mild, sweet odor"
7962,,,,"faint, benzene-like odor."
7964,,,,"faint, not unpleasant odor
almond-like odor
mild amine odor
mild aromatic
characteristic, penetrating odor.
weak, benzene-like odor."
7966,"phenol, menthol, camphor",,,camphor-like odor
7967,"minty, acetone","Mint, Cool",,"odor reminiscent of peppermint & acetone
... peppermint- or acetone-like odor."
7969,"garlic, penetrating, repulsive",Penetrating,,"repulsive, penetrating, garlic-like odor, especially when impure"
7974,"taco, fishy, seafood, amine, corn, chip",,,
7975,"bitter, sweat",,,strong unpleasant odor
7976,"chocolate, roasted, cocoa, peanut, nutty, popcorn, green","Cocoa, Green, Hazelnut, Popcorn, Roasted",,
7981,"peach, apple, pineapple, fruit, sweet, pear, green",Fruity,sweet apple-like taste,
7983,"peach, apple, berry, pineapple, banana, sweet, fruity, pear",Floral,,
7986,"oily, fruity, faint",Fruit,,odorless
7991,"sweat, putrid, sweaty, acidic, animal, rancid, sickening","Cheese, Pungent","unpleasant flavor, similar to butyric acid
fruity taste
penetrating taste","unpleasant odor, similar to butyric acid
unpleasant odor
penetrating odor"
7997,"solvent, fusel, pear, celery, raspberry, bitter, fruity","Celery, Floral, Pear, Red Fruit","pleasant, bittersweet flavor reminiscent of pear on dilution.","pleasant odor
odor of pears
mild, fruity odor"
8003,alkane,,,"pleasant
gasoline-like odor"
8007,"ammonia, fishy",,,"amine odor
... fishy, ammonia-like odor."
8012,"garlic, onion, egg, sulfury, coffee",Savory,bitter taste at low levels,"strong, obnoxious odor
heavy skunk odor
strong, garlic-, cabbage-, or skunk like odor."
8013,"sulfurous, meaty",Savory,,
8021,"ammoniacal, fishy",,,"fishy, ammonia-like odor"
8025,"alcohol, rose, pungent, cognac, green, ethereal, bitter",Pungent,slightly bitter taste,fruity odor.
8026,ether,,"fruity taste
burning, sweetish taste","sweet, rum-like odor"
8027,"ethereal, nutty, sweet, warm",Nut,"burning, pungent taste",agreeable empyreumatic odor resembling that of chloroform
8028,,,pungent taste,"ether-like odor
faint fruity odor"
8030,"garlic, alliaceous",,,slight aromatic odor resembling benzene
8038,"apple, sweet, fruity, tropical, fruit, ethereal, bitter, banana","Apple, Banana, Floral, Herb","characteristic ether-like, slightly bitter flavor
banana taste","fruit-like odor
fruity, floral odor
fruity (currant-pear), floral (hyacinth-rose) odor
solventy nail polish-like odor"
8042,"oily, fatty, faint, cinnamon",Dairy,,practically odorless
8048,"apple, brandy, waxy, grape, oily, sweet, fruity, pear","Brandy, Grape, Pear",,
8049,"mild, wine, fruity, melon, quince",Fruit,,
8050,"oily, floral, wine, fruity",,,
8051,"coconut, soap, herbal, sweet, woody, fruity, spicy, cinnamon","Blue Cheese, Fruit, Green, Nut, Spice",pear-like flavor,"penetrating fruity odor
characteristic banana, slightly spicy odor
banana-like fruity odor"
8052,"blackcurrant, ethereal, vinous, green, earthy, fruit, plum, dry",Apple,,
