,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
8892,0.66,1.14,0.47,0.66,2.55,0.0,0.0,0.0,0.0,0.0,1.14,0.57,0.33,1.86,1.4,0.0,0.33,0.57,2.94,1.97,7.78,6.49,0.81,0.0,1.4,0.0,1.14,0.57,0.33,0.0,0.0,0.66,0.0,0.74,0.0,2.67,0.0,0.33,9.88,0.99,0.0,0.0,0.0,0.0,0.47,0.33,4.73,0.0,0.33,2.08,0.33,0.33,0.0,0.0,0.0,3.01,1.14,0.66,0.33,0.33,0.81,1.61,1.27,1.86,5.22,1.27,1.61,1.97,3.83,0.33,5.0,5.22,0.66,1.97,1.8,1.27,2.08,1.74,5.23,6.49,7.89,12.79,0.81,2.28,0.66,0.99,0.0,1.74,1.14,2.9,3.22,0.0,0.66,0.33,0.81,0.47,0.0,0.0,0.81,0.66,1.86,0.99,8.0,5.12,24.12,33.16,2.13,3.37,10.87,5.81,3.6,0.33,3.32,0.33,0.93,0.93,0.47,14.06,1.61,3.22,2.08,0.0,0.0,0.0,0.0,0.47,22.56,29.37,0.0,0.0,4.83,1.27,2.18,3.95,9.07,3.01,15.78,9.75,3.56,30.62,2.89,1.04,6.6,13.15,1.61,5.81
8103,3.4,2.55,0.0,1.58,7.07,1.19,0.26,1.23,0.26,1.11,1.5,0.94,1.75,13.59,6.18,3.25,4.47,3.09,6.42,10.38,31.61,31.99,1.49,3.19,16.08,7.02,7.66,8.25,1.9,1.97,2.49,1.52,0.52,0.37,1.07,1.1,1.12,6.63,28.86,8.41,4.88,3.84,10.43,4.94,0.43,1.49,18.46,0.97,0.45,1.06,0.58,0.15,2.91,4.23,8.92,18.86,8.96,7.76,12.31,4.26,0.95,4.57,5.06,8.44,21.1,1.16,2.94,1.47,0.58,0.0,0.21,3.13,1.0,3.19,4.89,2.3,0.73,2.02,0.73,0.69,3.29,14.61,1.32,0.58,1.38,1.2,1.37,0.0,5.45,2.21,6.75,0.3,7.11,0.15,0.6,0.67,0.21,0.69,3.67,6.06,12.75,14.7,21.81,4.41,18.77,3.07,0.0,3.45,1.59,0.63,0.58,0.3,0.0,2.16,1.26,2.59,4.36,12.64,0.41,13.16,10.36,0.47,0.0,0.21,0.26,1.11,5.19,5.73,1.12,0.83,2.24,0.79,3.42,0.15,1.06,0.78,1.74,0.0,0.15,10.03,2.6,1.1,10.93,25.28,10.91,10.65
12178,1.05,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.62,0.0,0.47,0.66,0.33,0.0,2.43,13.3,16.53,0.0,0.57,1.75,18.22,0.57,2.3,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,4.44,0.81,1.28,2.3,5.15,1.62,0.0,0.0,3.98,0.0,0.0,0.57,0.0,0.0,0.0,0.0,36.7,33.18,15.07,18.02,11.71,0.0,0.74,0.81,0.0,0.0,4.68,0.0,0.0,0.0,1.05,0.0,0.0,1.05,0.0,0.81,1.15,0.81,0.94,0.66,0.0,0.0,1.41,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.33,0.33,0.0,1.28,0.0,0.0,0.0,0.0,0.0,1.62,2.3,14.35,25.12,22.47,0.94,14.71,4.8,0.0,8.64,0.81,0.33,0.47,0.47,0.0,0.33,0.0,0.0,3.63,4.19,0.0,11.59,9.36,0.33,0.0,0.47,0.0,0.47,1.15,2.34,0.0,0.47,0.33,0.0,0.66,0.81,0.0,0.57,1.05,0.0,0.0,6.43,1.72,0.0,15.97,10.41,12.51,4.19
5281168,2.84,0.0,0.0,0.64,23.85,0.91,0.79,2.39,0.0,1.58,0.32,1.58,5.63,7.72,2.61,0.91,0.32,1.7,1.7,6.25,32.3,22.03,2.03,14.27,29.16,0.0,5.09,15.97,2.95,19.32,0.56,0.32,0.32,0.32,0.64,0.46,0.0,0.0,8.19,0.97,1.11,6.02,1.9,1.9,0.32,5.77,37.49,1.58,0.97,1.9,1.02,0.64,4.32,2.49,0.0,2.03,0.0,1.58,1.58,1.44,0.64,3.05,3.4,2.36,13.23,1.25,0.32,0.91,2.03,1.02,0.0,0.91,0.0,3.4,0.32,1.11,0.79,0.97,0.0,0.32,2.61,3.64,0.0,0.0,0.0,0.32,0.32,0.64,1.93,0.0,2.39,0.0,3.97,0.0,0.32,0.32,0.0,0.0,1.02,0.32,2.39,2.49,5.44,1.02,6.48,3.07,0.0,0.0,0.32,0.46,0.91,0.0,0.0,0.91,0.0,0.56,0.32,0.41,2.03,5.46,1.37,0.0,0.0,0.0,0.0,0.0,6.71,2.82,0.0,0.32,0.0,0.0,1.9,0.0,0.0,0.79,1.11,0.0,0.0,2.23,2.59,0.56,11.9,11.9,10.53,8.92
8102,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.99,0.35,0.0,0.0,2.71,0.0,0.0,0.35,0.35,2.1,0.7,3.63,7.45,0.0,0.0,0.49,0.0,0.86,2.42,0.35,0.0,0.0,0.86,0.0,1.35,2.32,0.35,0.0,0.86,6.9,1.35,0.35,0.0,1.6,0.35,0.0,0.0,2.59,0.0,0.0,0.86,0.61,0.0,0.0,0.0,0.49,2.96,1.35,2.21,1.35,3.92,1.71,7.13,6.66,7.77,15.13,2.92,1.6,0.99,0.99,0.0,0.35,0.0,0.0,1.1,0.61,1.6,0.0,1.71,1.4,1.35,3.42,10.74,1.21,0.0,1.21,0.0,2.8,0.0,0.86,0.35,4.69,0.0,0.35,0.0,0.49,0.86,0.0,1.05,1.1,1.6,0.99,3.46,5.13,2.42,17.43,6.67,0.35,1.21,0.0,0.86,47.17,11.19,1.4,0.49,0.0,0.0,1.21,13.59,0.0,4.69,0.99,0.0,0.0,0.49,0.0,2.1,10.48,4.19,0.0,1.35,1.98,10.16,4.32,4.03,3.42,1.21,14.47,0.99,5.31,23.89,2.47,0.0,4.42,19.16,1.71,7.24
8102,0.3,0.3,0.0,0.0,0.86,0.0,0.0,0.0,1.05,0.3,0.0,0.3,0.0,1.36,0.3,0.3,0.0,0.0,3.53,0.86,9.74,12.12,0.43,0.0,0.3,0.0,0.86,1.72,0.96,0.0,0.0,0.0,0.53,0.3,0.75,0.3,0.0,0.61,10.0,3.01,0.43,0.3,0.75,1.39,0.0,0.0,1.36,0.0,0.0,1.92,0.0,0.0,0.3,0.53,0.0,2.47,0.91,0.3,0.3,5.97,1.49,1.49,4.3,5.77,10.43,0.3,2.15,0.3,1.36,0.0,0.61,0.68,0.3,0.86,1.49,1.72,1.22,1.72,4.08,2.69,7.21,18.42,3.55,2.98,4.94,0.0,0.86,0.75,3.1,0.61,8.16,0.0,0.0,0.0,2.15,0.75,0.0,2.69,0.0,0.0,2.11,4.18,6.77,2.26,9.96,5.05,0.43,2.67,1.18,1.49,46.66,21.33,1.22,1.39,0.0,1.29,0.0,16.35,0.61,4.3,1.18,0.0,0.0,2.11,1.05,1.92,15.0,9.46,0.0,2.04,3.41,4.61,10.92,8.5,8.17,3.94,15.34,3.1,6.35,31.1,3.22,0.43,5.05,17.3,0.61,5.68
1550884,20.07,14.93,5.5,10.84,10.88,3.04,1.52,2.57,0.0,2.67,3.04,2.46,0.99,19.8,5.97,3.16,4.22,5.13,1.05,23.35,40.4,25.04,1.62,2.22,0.66,0.0,1.52,3.38,0.0,0.33,0.0,1.15,0.0,0.0,0.33,0.94,0.0,1.62,14.27,4.1,0.0,0.94,2.22,0.47,0.0,1.15,24.83,0.33,0.33,0.47,0.66,0.47,0.33,0.47,0.94,3.85,0.94,0.57,0.81,2.1,1.62,2.93,1.15,2.46,16.97,0.33,0.47,0.81,1.41,0.0,0.47,0.33,0.0,5.38,2.81,1.52,0.47,0.33,0.33,0.0,3.63,6.2,0.0,0.33,0.81,0.0,0.33,0.0,1.99,1.99,1.15,0.0,5.16,0.0,0.47,0.81,0.0,0.0,1.48,0.66,0.66,1.87,5.13,1.75,8.55,6.07,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.57,0.66,0.0,0.0,4.53,0.0,0.57,1.52,0.33,0.0,1.87,0.0,0.66,1.28,4.66,0.0,0.0,1.15,1.28,1.41,0.0,0.33,0.47,0.66,0.0,0.0,2.22,4.22,0.81,26.64,5.13,7.91,6.32
62336,1.03,0.0,0.0,0.0,3.33,0.36,1.03,0.51,0.73,0.0,0.0,0.0,0.0,1.67,0.0,2.18,2.44,2.3,2.95,6.42,20.18,17.36,0.0,1.15,1.03,0.51,1.41,0.0,0.0,0.0,0.36,0.51,0.51,1.15,0.51,0.36,0.0,1.03,15.03,6.03,2.67,2.3,5.14,0.73,0.0,0.0,10.41,0.0,0.0,1.15,0.0,0.0,0.0,0.0,2.95,3.21,2.3,3.04,4.5,2.3,1.45,1.92,1.78,2.67,13.33,0.0,0.36,1.41,2.44,0.0,0.0,0.0,0.73,4.19,1.92,1.78,1.26,1.26,0.36,0.51,1.54,20.85,2.7,0.0,12.28,0.63,0.0,0.0,2.57,0.36,7.04,0.0,7.43,0.0,1.03,0.0,0.0,0.36,0.73,1.67,5.66,5.56,9.2,1.41,4.45,5.14,0.0,1.03,0.0,1.54,2.15,0.36,0.0,1.54,0.73,0.51,2.95,4.71,0.51,8.85,4.11,0.0,0.0,0.51,0.73,1.03,6.15,5.01,0.0,0.73,2.3,1.09,3.33,0.0,0.0,0.0,2.93,0.36,0.0,6.42,6.42,0.63,16.38,12.99,7.87,9.2
7888,9.07,6.24,1.47,3.92,7.23,0.35,0.35,0.35,0.0,0.49,2.33,0.49,0.35,20.08,8.58,3.75,4.25,7.35,1.9,23.18,36.8,17.39,1.34,1.47,1.7,1.59,1.2,3.25,0.0,0.0,0.69,1.2,0.0,0.0,0.0,1.2,0.0,2.82,13.58,3.18,0.98,2.45,4.53,0.69,0.0,0.35,30.59,0.98,0.0,0.35,0.49,0.35,0.69,0.0,2.05,3.4,0.98,0.49,2.45,1.1,0.0,0.0,2.82,1.55,10.66,0.0,0.6,1.2,1.2,0.0,0.0,0.0,0.0,8.06,1.34,2.08,0.0,0.69,0.35,0.35,0.85,3.43,0.69,0.0,0.69,0.35,0.49,0.0,3.89,2.19,2.5,0.35,4.65,0.0,0.78,0.49,0.35,0.35,0.85,0.0,1.7,4.39,4.78,1.34,3.8,2.9,0.0,0.69,0.35,0.0,0.35,0.0,0.0,0.35,0.0,0.49,0.0,5.73,0.0,2.08,1.73,0.85,0.0,0.0,0.0,0.49,2.75,2.19,0.0,0.0,0.35,0.0,0.35,0.35,0.35,0.0,1.99,0.0,0.0,1.96,6.22,0.0,24.48,6.3,9.68,6.49
798,0.72,0.0,0.566,0.64,0.0,0.0,0.0,0.0,0.46,0.46,1.29,0.32,0.0,6.21,2.13,1.11,2.28,0.32,5.11,5.19,8.6,15.46,0.0,1.02,1.44,0.32,0.46,2.16,0.64,0.0,0.32,0.0,0.64,0.0,0.0,0.46,0.56,0.0,12.97,7.16,25.88,0.0,10.86,1.7,0.32,0.0,8.81,0.72,0.0,1.25,0.91,0.32,0.0,0.0,1.58,7.5,4.53,6.66,3.74,1.02,0.0,0.0,1.29,0.0,3.3,0.32,0.32,0.79,1.11,0.0,0.0,1.7,1.25,1.11,4.66,0.97,1.11,0.32,4.43,4.27,5.9,17.13,0.32,5.19,0.32,0.0,0.0,0.0,1.9,0.64,10.91,0.0,3.07,0.46,3.75,3.19,0.0,2.61,12.54,11.13,10.12,4.32,15.9,3.86,13.83,5.01,0.0,5.23,3.51,2.28,2.28,0.32,1.47,2.73,3.86,1.93,1.7,6.26,0.0,3.94,3.98,0.32,0.0,1.93,0.46,0.46,8.04,17.09,0.56,3.4,3.71,1.93,2.73,2.23,9.76,3.52,14.45,12.9,6.7,24.49,3.98,0.0,5.52,21.92,2.39,10.17
106826,0.0,0.0,0.0,0.39,3.25,0.39,0.0,0.67,0.0,0.0,0.39,0.0,0.0,15.36,4.92,2.61,2.33,5.35,5.04,10.14,22.44,10.99,2.02,0.0,4.43,0.39,1.51,2.46,0.95,0.55,0.0,0.39,0.0,0.0,0.0,0.0,0.0,1.51,12.1,3.56,6.39,1.1,2.46,0.0,0.55,2.33,18.32,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.39,3.41,1.74,3.37,3.43,0.39,0.0,0.67,0.0,0.39,0.0,0.0,1.51,0.0,2.8,0.0,0.0,1.65,0.0,3.16,2.86,1.1,0.39,0.95,0.67,0.95,1.35,0.39,0.39,2.02,1.46,0.67,0.0,0.0,3.56,1.51,0.0,0.0,2.2,0.0,0.0,0.55,0.0,0.55,2.88,1.91,6.82,4.52,9.53,0.67,0.39,2.06,0.0,0.0,0.95,1.1,0.0,0.0,0.39,1.51,0.0,0.39,0.78,5.22,0.39,3.71,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3.85,0.0,2.46,1.65,0.39,2.46,0.67,1.46,1.1,2.91,3.48,2.69,0.0,5.07,0.0,20.35,9.96,5.77,7.15
6374,1.11,0.86,0.35,0.7,7.83,1.22,0.35,0.35,0.0,0.0,0.0,0.0,0.0,2.23,1.86,0.0,1.22,0.35,2.28,2.49,14.19,12.97,0.35,0.0,1.22,1.86,1.06,1.41,0.7,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.7,11.83,2.08,4.48,3.11,4.23,0.0,0.0,0.86,11.07,0.0,0.0,0.86,30.0,0.0,0.0,0.0,5.32,15.63,12.14,6.97,2.99,0.0,0.0,0.0,0.61,0.0,2.73,0.0,0.5,0.35,1.73,0.0,0.0,0.0,0.0,1.73,6.25,1.22,1.61,2.36,0.0,0.7,1.61,5.72,0.0,0.0,0.0,0.0,0.35,0.0,2.08,1.86,2.61,0.0,0.0,0.0,0.35,1.86,0.0,0.35,3.23,2.59,12.64,15.95,22.82,0.86,10.7,3.45,0.35,2.34,0.5,0.0,0.0,0.0,0.35,1.0,1.32,0.35,1.0,4.23,0.0,5.72,2.73,0.0,0.0,0.35,0.0,0.35,0.61,6.72,0.0,1.0,2.44,0.0,3.73,1.0,0.35,0.5,0.0,0.0,0.0,7.95,6.45,0.0,15.25,5.59,7.34,8.23
638014,1.77,0.82,0.0,0.58,7.17,0.33,0.67,3.06,0.75,0.33,0.33,1.29,0.0,20.23,8.65,4.7,5.42,6.01,2.59,26.67,38.78,19.99,0.67,4.0,1.0,0.33,1.16,9.08,0.33,1.16,0.0,0.67,2.31,0.67,0.33,0.58,0.0,3.53,24.06,16.35,2.59,1.49,3.06,2.11,0.0,0.33,28.18,0.47,0.0,0.47,0.0,0.0,0.0,0.0,1.97,2.71,1.77,1.63,6.59,0.94,4.33,2.08,0.47,0.33,8.48,0.33,1.53,0.75,1.16,0.0,0.0,0.0,0.47,5.28,0.33,1.63,0.33,0.67,0.0,0.33,1.29,3.95,0.33,0.0,0.0,0.0,0.0,0.0,3.75,0.0,2.83,0.47,6.14,0.0,1.29,0.47,0.0,0.0,0.33,1.25,2.95,3.42,5.42,0.0,3.88,0.94,0.0,0.82,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.06,1.89,0.0,0.0,0.33,1.42,0.75,1.49,0.33,1.29,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,1.16,0.33,0.0,1.53,8.7,1.89,24.58,6.95,8.26,9.08
638014,5.18,2.1,0.35,4.45,23.57,1.91,2.07,7.62,0.0,2.21,1.85,4.07,1.21,35.3,17.22,9.61,6.3,13.3,2.71,41.04,53.86,29.31,3.46,13.98,1.35,0.35,0.7,2.1,0.7,0.35,0.49,1.4,0.0,0.35,0.35,0.0,0.0,1.35,7.29,4.07,0.61,4.45,1.75,1.85,0.35,0.0,41.0,0.0,0.0,0.0,0.49,0.0,0.0,0.49,1.35,2.92,0.7,0.0,2.21,4.8,0.35,0.0,0.35,0.35,8.03,0.35,1.05,0.0,0.61,0.0,0.0,0.0,0.0,2.21,0.0,2.59,0.0,0.78,0.0,0.35,0.99,2.47,0.35,0.0,0.0,0.0,0.0,0.0,2.82,0.49,0.49,0.0,5.41,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.49,0.35,1.21,0.99,3.2,3.7,0.0,0.7,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.85,0.78,0.99,0.7,0.0,0.0,0.0,0.0,0.0,0.99,2.84,0.0,0.0,0.35,0.0,1.1,0.0,0.0,0.0,2.01,0.0,0.0,2.71,4.57,0.49,27.71,5.95,8.4,6.78
5371002,1.29,0.64,0.0,0.79,15.56,0.64,0.79,5.75,0.0,0.46,0.32,1.11,0.0,29.35,15.46,8.54,6.59,10.78,2.49,38.64,50.15,26.93,1.82,7.06,3.19,0.0,1.7,5.25,1.7,0.64,0.46,0.32,0.32,0.32,0.0,0.0,1.02,2.61,22.75,31.11,4.32,2.28,4.66,1.44,0.0,1.47,34.7,0.0,0.32,0.46,0.32,0.0,0.0,0.79,0.64,2.16,1.37,0.0,4.1,1.58,0.0,0.0,0.0,0.46,8.18,1.11,0.97,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.25,0.79,0.56,0.46,0.32,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,5.29,2.39,1.25,0.79,6.59,0.0,1.02,0.32,0.0,0.0,0.0,0.0,1.37,2.61,2.13,0.32,0.91,0.0,0.0,0.46,0.0,0.0,0.46,0.0,0.0,0.32,0.46,0.0,0.0,1.11,0.0,1.67,2.03,0.0,0.0,0.0,0.0,0.0,0.32,0.79,1.02,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.56,0.0,0.0,1.11,5.65,0.79,27.71,6.66,12.11,9.36
22311,53.56,43.61,9.58,43.2,17.58,4.73,2.46,2.43,0.0,3.04,2.96,3.75,0.47,12.53,2.57,2.1,1.75,3.04,0.33,16.26,40.77,25.19,1.75,5.02,1.81,0.33,0.81,8.08,1.62,1.75,0.81,0.81,0.66,1.81,0.81,1.05,0.0,0.33,5.5,1.15,0.33,4.59,0.99,2.81,0.66,1.75,37.53,0.57,0.66,0.33,2.81,0.66,0.47,0.99,2.1,3.47,0.47,0.0,1.05,1.62,0.33,0.81,1.48,0.33,7.14,0.47,0.33,0.33,0.0,0.66,0.0,1.15,0.33,1.41,0.81,0.0,0.33,0.0,0.0,0.0,0.0,1.28,0.47,0.0,0.0,0.0,0.0,0.47,2.1,0.94,0.33,0.0,3.04,0.33,0.0,0.66,0.0,0.0,0.0,0.0,1.41,2.3,2.57,1.62,5.85,9.4,0.81,0.66,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,2.34,1.52,0.0,0.0,0.0,0.0,0.33,0.33,0.74,0.0,0.0,0.47,0.47,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.15,2.1,0.0,32.05,3.61,18.8,3.04
443158,20.93,26.93,2.53,5.33,5.47,3.67,0.0,0.8,0.0,2.27,1.93,1.27,0.0,25.87,7.27,4.4,7.6,12.4,3.47,26.73,43.6,30.33,0.93,1.6,1.8,0.27,0.4,8.13,1.07,0.93,1.13,1.13,0.0,0.0,0.0,1.2,0.27,2.8,7.33,2.07,0.87,3.07,4.73,3.67,0.0,0.67,25.93,0.0,0.0,0.0,0.0,0.0,1.2,0.8,5.47,5.2,3.07,1.07,4.73,2.13,0.27,0.47,1.53,1.87,15.33,0.67,10.7,0.67,0.87,0.0,0.0,0.0,0.27,7.8,0.8,0.67,0.0,0.4,0.0,0.0,0.67,3.4,0.4,0.0,0.0,0.0,0.0,0.0,2.8,0.67,3.27,0.0,3.87,0.0,0.47,0.0,0.0,0.0,0.0,1.4,4.6,7.27,7.87,0.4,4.47,2.87,0.0,3.13,0.4,0.0,0.27,0.0,0.0,0.8,0.4,0.0,1.07,3.13,0.73,3.6,2.67,0.27,0.0,0.47,0.0,0.0,0.27,0.8,0.27,0.4,0.53,0.27,0.67,0.8,0.27,0.0,0.0,0.0,0.0,2.87,1.6,0.0,33.27,4.53,19.13,5.27
91604,4.04,6.71,0.6,2.69,8.82,0.69,0.49,2.69,0.35,1.39,1.04,1.9,0.85,37.91,13.43,7.6,8.09,11.52,4.03,36.79,49.12,24.09,2.25,2.3,1.47,0.0,1.83,4.88,0.49,0.35,0.49,1.2,0.0,0.0,0.0,0.49,0.0,1.2,10.77,2.33,0.35,2.05,1.7,0.85,0.0,0.69,30.81,0.85,0.98,0.0,0.85,0.0,0.0,0.0,1.34,4.3,0.69,0.35,2.69,2.25,1.2,0.98,2.33,0.85,12.87,0.35,0.0,0.35,1.04,0.85,0.98,0.6,0.35,7.6,0.85,1.2,0.69,0.69,0.35,1.1,1.59,4.25,0.85,0.0,0.35,0.35,0.35,0.0,3.31,0.35,2.05,0.35,5.75,0.49,0.98,0.0,0.6,0.0,0.85,0.35,1.9,1.73,3.04,0.85,2.45,6.44,0.35,0.0,0.49,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.35,5.02,0.98,0.35,0.35,0.0,0.0,0.0,0.35,0.69,1.55,4.65,0.0,0.0,0.69,0.85,2.3,1.2,0.0,0.69,2.69,0.49,0.6,3.18,3.06,0.35,29.2,5.2,12.44,5.1
6441026,2.14,1.86,0.0,1.31,3.17,0.38,0.54,0.93,0.0,0.0,0.38,0.0,0.0,0.76,0.54,0.66,0.0,0.54,2.63,2.79,10.85,6.8,0.0,0.38,1.69,0.0,1.2,0.76,0.0,0.38,0.54,0.38,0.0,0.0,0.0,2.01,0.0,0.66,11.5,2.14,0.0,0.0,2.14,0.38,0.0,0.38,7.48,0.0,0.0,0.66,0.0,0.0,2.81,0.0,0.38,1.61,0.0,0.54,0.76,0.0,0.0,0.0,0.0,0.54,7.43,0.0,0.76,0.0,1.61,0.0,0.66,2.14,0.0,4.01,0.0,4.25,0.54,3.6,7.85,1.31,4.55,10.85,1.07,1.74,0.93,0.0,0.0,1.2,2.63,0.0,3.22,0.0,1.31,0.0,2.01,0.93,0.0,0.0,0.0,0.0,3.35,0.93,10.48,1.14,12.82,12.32,0.54,0.38,4.42,2.68,6.43,0.93,1.74,0.0,2.4,0.0,0.0,7.09,1.47,0.38,0.85,0.0,0.0,1.07,0.0,0.0,12.76,14.56,0.0,0.0,1.61,0.93,8.31,4.4,8.43,2.54,11.14,1.42,2.63,23.83,3.33,1.42,16.17,6.16,2.14,4.25
61016,24.07,25.85,6.43,10.04,14.88,5.52,1.69,2.71,0.0,4.37,15.12,3.13,1.75,20.89,2.6,1.75,3.0,5.02,1.24,19.24,39.82,26.86,1.24,2.6,1.11,1.81,2.12,5.8,0.96,0.32,1.01,0.78,0.32,0.0,1.01,2.07,0.0,1.56,7.0,1.89,1.11,5.1,4.24,2.26,0.0,1.89,25.3,0.55,0.32,0.9,0.45,0.32,1.11,1.36,3.59,8.21,5.19,5.42,8.35,2.54,2.02,4.24,4.07,7.23,23.26,9.79,0.32,0.45,1.11,0.45,0.0,1.11,0.32,6.84,0.64,0.32,0.0,0.64,1.11,0.32,0.96,4.16,0.64,0.0,1.24,0.32,0.45,0.32,2.35,0.32,2.71,0.32,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.64,6.55,6.72,10.39,1.46,11.5,4.56,0.0,1.36,0.0,0.0,0.32,0.0,0.0,0.32,0.45,0.9,0.9,9.09,1.01,2.71,2.67,1.56,0.0,0.96,0.0,0.32,2.02,5.98,0.0,0.45,0.32,0.0,1.43,0.45,0.71,0.32,2.58,0.32,0.45,3.83,3.13,0.0,23.18,7.82,23.69,5.08
16666,0.74,2.08,0.0,0.0,2.97,1.04,0.6,0.0,0.0,2.63,1.04,1.04,0.3,3.92,0.42,0.3,3.18,1.59,2.51,5.6,30.74,33.6,1.59,1.38,0.74,2.75,0.0,7.75,3.82,0.3,1.34,1.47,0.0,0.95,0.0,0.6,0.74,0.3,6.68,4.55,4.96,43.01,34.12,32.6,0.0,0.95,16.23,0.0,0.74,0.42,0.95,1.04,0.0,6.15,4.96,19.21,3.4,2.32,7.2,0.74,0.3,0.0,1.9,1.04,11.25,0.3,0.3,0.42,0.3,0.0,0.0,1.04,0.52,0.42,0.85,0.0,0.0,0.42,0.0,0.3,0.0,1.04,0.0,0.0,0.0,0.0,0.74,0.0,3.25,0.0,1.47,0.74,3.4,0.0,0.0,0.0,0.0,0.0,1.27,2.12,6.78,40.56,9.23,0.95,14.33,2.23,0.0,3.08,0.0,0.0,0.42,0.3,0.0,1.04,0.0,0.0,1.64,2.65,0.0,1.27,2.08,0.0,0.0,0.0,0.0,0.0,0.95,0.52,0.74,0.0,0.0,0.42,2.55,0.67,0.0,0.0,0.0,0.0,0.0,0.85,1.47,0.42,18.76,11.86,46.58,7.86
