Stimulus,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
Hexanoicacid_high,0.74,1.47,0.74,0.74,3.68,0.0,0.0,0.0,0.0,0.0,1.47,0.74,0.74,2.94,2.21,0.0,0.74,0.74,5.88,2.94,11.76,9.56,1.47,0.0,2.21,0.0,2.21,0.74,0.74,0.0,0.0,1.47,0.0,0.74,0.0,4.41,0.0,0.74,16.118,2.21,0.0,0.0,0.0,0.0,0.74,0.74,6.62,0.0,0.74,3.68,0.74,0.74,0.0,0.0,0.0,5.15,2.21,1.47,0.74,0.74,1.47,2.94,2.21,2.94,8.82,2.21,2.94,2.94,5.88,0.74,8.09,8.82,1.47,2.94,3.68,2.21,3.68,2.94,8.09,11.03,13.24,17.65,1.47,2.94,1.47,2.21,0.0,2.94,2.21,4.41,5.88,0.0,0.74,0.74,1.47,0.74,0.0,0.0,1.47,1.47,2.94,2.21,11.76,8.09,33.82,45.59,4.41,5.15,15.44,9.56,5.88,0.74,4.41,0.74,1.47,1.47,0.74,21.32,2.94,5.88,3.68,0.0,0.0,0.0,0.0,0.74,32.35,41.91,0.0,0.0,8.82,2.21,2.94,6.62,13.97,4.41,23.53,14.71,6.62,43.38,5.15,1.47,9.56,18.38,2.94,8.82
Hexanol1_high,5.05,4.04,0.0,2.7,11.12,2.36,0.34,2.03,0.34,2.02,3.04,1.68,3.03,19.87,9.44,5.4,6.74,4.71,10.77,15.84,44.47,41.08,3.03,5.05,24.59,11.11,12.46,13.47,3.37,3.03,4.04,2.7,0.68,0.67,1.69,2.02,1.68,11.12,40.06,12.81,8.42,6.73,16.17,8.09,0.68,3.02,27.95,2.02,1.01,1.68,1.01,0.34,4.38,7.41,13.14,26.94,13.13,11.78,18.18,7.08,1.68,7.75,8.09,12.47,30.65,2.02,5.39,2.36,1.01,0.0,0.34,5.05,1.35,5.04,7.41,4.38,1.35,3.7,1.35,1.01,5.04,21.56,2.02,1.01,2.36,2.02,2.36,0.0,7.74,4.04,10.78,0.68,10.44,0.34,1.35,1.01,0.34,1.01,6.06,9.43,18.86,23.24,30.31,6.41,27.27,5.39,0.0,5.72,2.69,1.01,1.01,0.68,0.0,3.03,2.35,4.37,7.41,17.84,0.67,19.19,15.49,0.67,0.0,0.34,0.34,1.68,7.74,8.41,1.68,1.69,3.71,1.35,5.73,0.34,1.68,1.01,2.69,0.0,0.34,15.15,4.37,2.02,16.84,33.67,17.86,15.48
Hexanol3_high,1.48,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,2.22,0.0,0.74,0.74,0.74,0.0,4.44,19.26,22.22,0.0,0.74,2.96,25.19,0.74,4.44,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.74,7.41,1.48,2.22,4.44,8.15,2.96,0.0,0.0,6.67,0.0,0.0,0.74,0.0,0.0,0.0,0.0,43.7,42.22,22.22,27.41,18.52,0.0,0.74,1.48,0.0,0.0,7.41,0.0,0.0,0.0,1.48,0.0,0.0,1.48,0.0,1.48,2.22,1.48,1.48,1.48,0.0,0.0,2.22,2.96,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.74,0.74,0.0,2.22,0.0,0.0,0.0,0.0,0.0,2.96,4.44,20.74,34.07,29.63,1.48,21.48,7.41,0.0,12.59,1.48,0.74,0.74,0.74,0.0,0.74,0.0,0.0,5.93,5.93,0.0,17.78,14.07,0.74,0.0,0.74,0.0,0.74,1.48,3.7,0.0,0.74,0.74,0.0,1.48,1.48,0.0,0.74,1.48,0.0,0.0,9.63,2.22,0.0,22.96,14.07,18.52,5.93
Hexenal-trans1_high,4.32,0.0,0.0,1.44,29.5,1.44,1.44,3.6,0.0,2.16,0.72,2.16,6.47,11.51,4.32,1.44,0.72,2.88,2.88,9.35,45.32,30.94,3.6,17.27,37.41,0.0,7.19,20.86,5.04,25.18,0.72,0.72,0.72,0.72,0.72,0.72,0.0,0.0,12.95,2.16,2.16,10.07,3.6,3.6,0.72,10.07,50.36,2.88,2.16,3.6,1.44,1.44,6.47,4.32,0.0,3.6,0.0,2.88,2.16,2.88,1.44,4.32,5.76,4.32,18.71,2.16,0.72,1.44,3.6,1.44,0.0,1.44,0.0,5.04,0.72,2.16,1.44,2.16,0.0,0.72,4.32,5.76,0.0,0.0,0.0,0.72,0.72,1.44,2.88,0.0,3.6,0.0,5.76,0.0,0.72,0.72,0.0,0.0,1.44,0.72,3.6,4.32,7.91,1.44,10.07,5.04,0.0,0.0,0.72,0.72,1.44,0.0,0.0,1.44,0.0,0.72,0.72,13.67,3.6,8.63,2.16,0.0,0.0,0.0,0.0,0.0,10.79,5.04,0.0,0.72,0.0,0.0,3.6,0.0,0.0,1.44,2.16,0.0,0.0,7.91,3.6,0.72,17.27,17.27,15.11,11.51
HexylAminehighconc_high,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,1.46,0.78,0.0,0.0,3.13,0.0,0.0,0.78,0.78,3.13,1.56,4.69,10.16,0.0,0.0,0.78,0.0,1.56,4.69,0.78,0.0,0.0,1.56,0.0,2.34,3.13,0.78,0.0,1.56,10.16,2.34,0.78,0.0,2.34,0.78,0.0,0.0,3.91,0.0,0.0,1.56,0.78,0.0,0.0,0.0,0.78,4.69,2.34,3.13,2.34,5.47,2.34,10.16,8.59,10.16,19.53,3.91,2.34,1.56,1.56,0.0,0.78,0.0,0.0,1.56,0.78,2.34,0.0,2.34,3.13,2.34,4.69,16.41,2.34,0.0,2.34,0.0,3.13,0.0,1.56,0.78,7.03,0.0,0.78,0.0,0.78,1.56,0.0,2.34,1.56,2.34,1.56,5.47,6.25,4.69,23.44,10.94,0.78,2.34,0.0,1.56,52.34,14.84,1.56,0.78,0.0,0.0,2.34,18.75,0.0,7.03,1.56,0.0,0.0,0.78,0.0,3.13,15.63,7.03,0.0,2.34,3.13,14.06,7.03,5.47,4.69,2.34,20.31,1.56,8.59,32.03,3.91,0.0,6.25,24.22,2.34,10.16
HexylAminelowconc_low,0.68,0.68,0.0,0.0,1.36,0.0,0.0,0.0,2.04,0.68,0.0,0.68,0.0,2.72,0.68,0.68,0.0,0.0,6.12,1.36,12.93,15.65,0.68,0.0,0.68,0.0,1.36,2.72,1.36,0.0,0.0,0.0,0.68,0.68,1.36,0.68,0.0,1.36,16.33,4.76,0.68,0.68,1.36,2.04,0.0,0.0,2.72,0.0,0.0,2.72,0.0,0.0,0.68,0.68,0.0,4.08,2.04,0.68,0.68,7.48,2.72,2.72,6.8,10.2,14.29,0.68,3.4,0.68,2.72,0.0,1.36,0.68,0.68,1.36,2.72,2.72,2.72,2.72,6.8,4.08,11.56,26.53,5.44,5.44,8.16,0.0,1.36,1.36,5.44,1.36,12.24,0.0,0.0,0.0,3.4,1.36,0.0,4.08,0.0,0.0,4.08,6.12,10.2,3.4,14.29,8.16,0.68,4.76,2.04,2.72,54.42,26.53,2.72,2.04,0.0,2.04,0.0,23.13,1.36,6.8,2.04,0.0,0.0,4.08,2.04,3.4,20.41,14.29,0.0,3.4,6.12,6.8,15.65,13.61,12.93,5.44,22.45,5.44,10.2,45.58,5.44,0.68,8.16,22.45,1.36,8.16
HexylCinnamicAldehyde_high,26.67,21.48,8.89,15.56,16.3,4.44,2.22,3.7,0.0,3.7,5.19,3.7,2.22,28.15,9.63,5.19,6.67,8.89,1.48,34.07,54.81,35.56,2.96,3.7,1.48,0.0,2.22,5.93,0.0,0.74,0.0,2.22,0.0,0.0,0.74,1.48,0.0,2.96,23.7,6.67,0.0,1.48,3.7,0.74,0.0,2.22,39.26,0.74,0.74,0.74,1.48,0.74,0.74,0.74,1.48,6.67,1.48,0.74,1.48,3.7,2.96,4.44,2.22,3.7,25.93,0.74,0.74,1.48,2.22,0.0,0.74,0.74,0.0,8.15,4.44,2.22,0.74,0.74,0.74,0.0,5.93,10.37,0.0,0.74,1.48,0.0,0.74,0.0,2.96,4.44,2.22,0.0,6.67,0.0,0.74,1.48,0.0,0.0,2.96,1.48,1.48,2.96,7.41,2.96,13.33,10.37,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.74,1.48,0.0,0.0,8.15,0.0,0.74,2.22,0.74,0.0,2.96,0.0,1.48,2.22,6.67,0.0,0.0,2.22,2.22,2.22,0.0,0.74,0.74,1.48,0.0,0.0,3.7,6.67,1.48,36.3,7.41,11.11,9.63
HydratropicAldehydeDiAl_high,1.63,0.0,0.0,0.0,4.88,0.81,1.63,0.81,1.63,0.0,0.0,0.0,0.0,2.44,0.0,3.25,4.07,4.07,4.88,9.76,28.46,24.39,0.0,1.63,1.63,0.81,2.44,0.0,0.0,0.0,0.81,0.81,0.81,1.63,0.81,0.81,0.0,1.63,22.76,8.94,4.88,3.25,8.13,0.81,0.0,0.0,16.26,0.0,0.0,1.63,0.0,0.0,0.0,0.0,4.88,4.88,3.25,4.07,7.32,4.07,1.63,3.25,3.25,4.88,19.51,0.0,0.81,2.44,4.07,0.0,0.0,0.0,0.81,5.69,3.25,2.44,2.44,2.44,0.81,0.81,2.44,28.46,4.07,0.0,15.45,0.81,0.0,0.0,4.07,0.81,12.2,0.0,8.94,0.0,1.63,0.0,0.0,0.81,1.63,2.44,8.94,7.32,13.01,2.44,8.13,8.13,0.0,1.63,0.0,2.44,4.07,0.81,0.0,2.44,1.63,0.81,4.88,6.5,0.81,13.01,6.5,0.0,0.0,0.81,1.63,1.63,8.94,8.13,0.0,1.63,3.25,2.44,5.69,0.0,0.0,0.0,4.07,0.81,0.0,10.57,9.76,0.81,23.58,17.89,10.57,13.01
HydroxyCitronellal_high,14.73,9.3,2.33,6.2,11.63,0.78,0.78,0.78,0.0,0.78,3.88,0.78,0.78,30.23,13.18,6.98,7.75,11.63,3.88,33.33,54.26,26.36,2.33,2.33,3.1,2.33,1.55,6.2,0.0,0.0,1.55,2.33,0.0,0.0,0.0,2.33,0.0,4.65,20.16,5.43,1.55,3.88,6.98,1.55,0.0,0.78,45.74,1.55,0.0,0.78,0.78,0.78,0.78,0.0,3.88,6.2,1.55,0.78,3.88,1.55,0.0,0.0,4.65,3.1,17.05,0.0,0.78,2.33,2.33,0.0,0.0,0.0,0.0,11.63,2.33,3.1,0.0,1.55,0.78,0.78,1.55,5.43,1.55,0.0,1.55,0.78,0.78,0.0,6.98,3.88,3.1,0.78,6.98,0.0,0.78,0.78,0.78,0.78,1.55,0.0,3.1,7.75,7.75,2.33,6.2,5.43,0.0,1.55,0.78,0.0,0.78,0.0,0.0,0.78,0.0,0.78,0.0,10.08,0.0,3.1,3.88,1.55,0.0,0.0,0.0,0.78,5.43,3.1,0.0,0.0,0.78,0.0,0.78,0.78,0.78,0.0,2.33,0.0,0.0,3.1,10.85,0.0,33.33,8.53,14.73,10.08
Indole_high,0.72,0.0,0.72,0.72,0.0,0.0,0.0,0.0,0.72,0.72,1.44,0.72,0.0,8.63,2.88,1.44,3.6,0.72,8.63,7.19,12.23,21.58,0.0,1.44,2.88,0.72,0.72,3.6,1.44,0.0,0.72,0.0,1.44,0.0,0.0,0.72,0.72,0.0,20.86,10.79,31.65,0.0,14.39,2.88,0.72,0.0,13.67,0.72,0.0,2.16,1.44,0.72,0.0,0.0,2.88,12.23,7.91,9.35,6.47,1.44,0.0,0.0,2.88,0.0,5.04,0.72,0.72,1.44,2.16,0.0,0.0,2.88,2.16,2.16,7.19,2.16,2.16,0.72,7.19,7.91,8.63,25.18,0.72,7.19,0.72,0.0,0.0,0.0,3.6,1.44,16.55,0.0,5.04,0.72,5.76,5.04,0.0,4.32,16.55,16.55,15.83,6.47,23.74,6.47,20.14,7.91,0.0,7.91,5.04,5.04,3.6,0.72,2.16,4.32,5.76,2.88,2.88,10.07,0.0,7.19,6.47,0.72,0.0,2.88,0.72,0.72,11.51,24.46,0.72,5.76,5.04,2.88,4.32,2.88,14.39,4.32,20.14,17.27,10.07,33.09,6.47,0.0,10.07,28.78,3.6,14.339
Indolene_high,0.0,0.0,0.0,0.87,6.09,0.87,0.0,0.87,0.0,0.0,0.87,0.0,0.0,20.87,6.96,4.35,3.48,7.83,6.96,14.78,32.17,16.52,2.61,0.0,8.7,0.87,2.61,4.35,1.74,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0.0,2.61,19.13,6.09,8.7,1.74,4.35,0.0,0.87,3.48,26.09,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.87,6.09,3.48,4.35,5.22,0.87,0.0,0.87,0.0,0.87,0.0,0.0,2.61,0.0,3.48,0.0,0.0,2.61,0.0,5.22,5.22,1.74,0.87,1.74,0.87,1.74,2.61,0.87,0.87,2.61,1.74,0.87,0.0,0.0,6.09,2.61,0.0,0.0,3.48,0.0,0.0,0.87,0.0,0.87,4.35,3.48,9.57,7.83,13.04,0.87,0.87,3.48,0.0,0.0,1.74,1.74,0.0,0.0,0.87,2.61,0.0,0.87,1.74,8.7,0.87,6.09,0.0,0.0,0.0,0.0,0.0,0.0,3.48,6.09,0.0,4.35,2.61,0.87,3.48,0.87,1.74,1.74,3.48,4.35,3.48,0.0,8.7,0.0,28.7,13.91,8.7,11.3
Iodoform_high,1.57,1.57,0.79,1.57,11.81,2.36,0.79,0.79,0.0,0.0,0.0,0.0,0.0,3.94,3.15,0.0,2.36,0.79,4.72,3.94,22.05,18.11,0.79,0.0,2.36,3.15,2.36,3.15,1.57,0.0,0.0,1.57,1.57,0.0,0.0,0.0,0.0,1.57,18.9,3.94,7.09,4.72,7.09,0.0,0.0,1.57,18.11,0.0,0.0,1.57,0.0,0.0,0.0,0.0,9.45,21.26,17.32,11.02,4.72,0.0,0.0,0.0,0.79,0.0,4.72,0.0,0.79,0.79,2.36,0.0,0.0,0.0,0.0,3.15,7.09,1.57,2.36,3.94,0.0,1.57,2.36,9.45,0.0,0.0,0.0,0.0,0.79,0.0,3.94,3.15,3.94,0.0,0.0,0.0,0.79,3.15,0.0,0.79,5.51,4.72,18.11,21.26,31.5,1.57,16.54,6.3,0.79,3.15,0.79,0.0,0.0,0.0,0.79,1.57,1.57,0.79,1.57,7.09,0.0,9.45,4.72,0.0,0.0,0.79,0.0,0.79,0.79,11.02,0.0,1.57,3.15,0.0,6.3,1.57,0.79,0.79,0.0,0.0,0.0,11.81,9.45,0.0,22.05,7.09,11.02,11.02
Ionone-betahighconc_high,2.99,1.49,0.0,0.75,10.45,0.75,1.49,5.22,0.75,0.75,0.75,2.24,0.0,29.1,11.94,6.72,8.96,8.96,4.48,35.82,54.48,29.1,1.49,6.72,2.24,0.75,2.24,14.18,0.75,2.24,0.0,0.75,2.99,1.49,0.75,0.75,0.0,5.22,34.33,22.39,4.48,2.99,5.22,3.73,0.0,0.75,40.3,0.75,0.0,0.75,0.0,0.0,0.0,0.0,3.73,4.48,2.99,2.99,9.7,1.49,5.22,2.24,0.75,0.75,12.69,0.75,2.24,0.75,2.24,0.0,0.0,0.0,0.75,7.46,0.75,2.99,0.75,0.75,0.0,0.75,2.24,7.46,0.75,0.0,0.0,0.0,0.0,0.0,6.72,0.0,4.48,0.75,9.7,0.0,2.24,0.75,0.0,0.0,0.75,1.49,4.48,5.22,8.21,0.0,6.72,1.49,0.0,1.49,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,4.48,1.49,2.99,0.0,0.0,0.75,2.24,0.75,1.49,0.75,2.24,0.0,0.0,0.0,0.75,1.49,0.0,0.0,0.0,1.49,0.75,0.0,2.24,12.69,2.99,35.82,10.45,12.69,14.18
Ionone-betalowconc_low,7.81,3.13,0.78,7.03,32.03,3.91,3.91,10.94,0.0,3.91,3.13,6.25,1.56,45.31,23.44,14.06,10.16,19.53,4.69,53.91,70.31,39.84,5.47,19.53,2.34,0.78,1.56,4.69,1.56,0.78,0.78,3.13,0.0,0.78,0.78,0.0,0.0,2.34,11.72,6.25,0.78,7.03,3.91,3.13,0.78,0.0,55.47,0.0,0.0,0.0,0.78,0.0,0.0,0.78,2.34,5.47,1.56,0.0,3.91,7.03,0.78,0.0,0.78,0.78,12.5,0.78,2.34,0.0,0.78,0.0,0.0,0.0,0.0,3.13,0.0,3.91,0.0,0.78,0.0,0.78,1.56,3.91,0.78,0.0,0.0,0.0,0.0,0.0,3.91,0.78,0.78,0.0,7.81,0.0,0.78,0.0,0.0,0.0,0.0,0.78,0.78,0.78,2.34,1.56,4.69,5.47,0.0,1.56,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,3.13,0.78,1.56,1.56,0.0,0.0,0.0,0.0,0.0,1.56,4.69,0.0,0.0,0.78,0.0,1.56,0.0,0.0,0.0,2.34,0.0,0.0,3.91,7.03,0.78,40.63,7.81,13.28,10.16
Ironealpha_high,2.88,1.44,0.0,1.44,21.58,1.44,1.44,7.91,0.0,0.72,0.72,2.16,0.0,38.13,21.58,10.79,10.07,15.83,4.32,49.64,64.03,34.53,2.88,9.35,5.04,0.0,2.88,10.07,2.88,1.44,0.72,0.72,0.72,0.72,0.0,0.0,1.44,4.32,29.5,35.97,6.47,3.6,7.19,2.88,0.0,2.16,46.76,0.0,0.72,0.72,0.72,0.0,0.0,1.44,1.44,3.6,2.16,0.0,6.47,2.88,0.0,0.0,0.0,0.72,13.67,0.0,2.16,2.16,0.0,0.0,0.0,0.0,0.0,6.47,2.16,1.44,0.72,0.72,0.72,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,7.19,3.6,2.16,1.44,10.79,0.0,1.44,0.72,0.0,0.0,0.0,0.0,2.16,4.32,2.88,0.72,1.44,0.0,0.0,0.72,0.0,0.0,0.72,0.0,0.0,0.72,0.72,0.0,0.0,2.16,0.0,2.16,2.88,0.0,0.0,0.0,0.0,0.0,0.72,1.44,1.44,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.72,0.0,0.0,2.16,7.91,1.44,38.13,9.35,17.27,12.95
Limonene_high,63.7,56.3,14.07,54.07,23.7,8.89,3.7,4.44,0.0,5.19,5.93,5.93,0.74,19.26,4.44,3.7,2.96,4.44,0.74,24.44,55.56,34.81,2.96,7.41,3.7,0.74,1.48,12.59,2.96,2.96,1.48,1.48,1.48,2.22,1.48,1.48,0.0,0.74,8.89,1.48,0.74,8.89,2.22,4.44,1.48,2.96,51.11,0.74,1.48,0.74,4.44,1.48,0.74,2.22,3.7,7.41,0.74,0.0,1.48,2.96,0.74,1.48,2.96,0.74,11.85,0.74,0.74,0.74,0.0,1.48,0.0,2.22,0.74,2.22,1.48,0.0,0.74,0.0,0.0,0.0,0.0,2.22,0.74,0.0,0.0,0.0,0.0,0.74,3.7,1.48,0.74,0.0,4.44,0.74,0.0,1.48,0.0,0.0,0.0,0.0,2.22,4.44,3.7,2.96,8.89,17.04,1.48,1.48,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.7,2.22,0.0,0.0,0.0,0.0,0.74,0.74,0.74,0.0,0.0,0.74,0.74,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.22,3.7,0.0,45.93,5.19,25.93,5.19
Linalool_high,29.6,38.93,5.33,10.0,9.47,77.4,0.0,1.33,0.0,4.13,2.67,2.67,0.0,37.0,12.8,8.07,12.07,20.0,6.0,38.2,61.13,43.6,2.0,3.33,3.33,0.67,0.67,13.53,2.0,1.33,2.0,2.0,0.0,0.0,0.0,2.67,0.67,5.33,12.73,3.33,1.33,5.33,8.0,6.07,0.0,1.33,38.33,0.0,0.0,0.0,0.0,0.0,2.0,1.33,10.07,9.4,4.67,2.0,8.07,4.07,0.67,0.67,2.67,4.0,22.73,1.33,2.0,1.33,1.33,0.0,0.0,0.0,0.67,13.47,1.33,1.33,0.0,0.67,0.0,0.0,1.33,6.67,0.67,0.0,0.0,0.0,0.0,0.0,5.33,1.33,5.4,0.0,6.0,0.0,0.67,0.0,0.0,0.0,0.0,2.67,8.07,12.07,12.67,0.67,8.07,6.67,0.0,5.33,0.67,0.0,0.67,0.0,0.0,1.33,0.67,0.0,2.0,6.67,1.33,5.33,4.67,0.67,0.0,0.67,0.0,0.0,0.67,2.0,0.67,0.67,1.33,0.67,1.33,1.33,0.67,0.0,0.0,0.0,0.0,4.73,2.67,0.0,47.47,7.53,30.93,8.73
Lyral_high,6.2,11.63,0.78,4.65,13.95,1.55,0.78,4.65,0.78,3.1,2.33,3.88,1.55,50.39,19.38,11.63,13.18,17.83,6.98,49.61,65.12,32.56,4.65,3.1,2.33,0.0,3.1,8.53,0.78,0.78,0.78,2.33,0.0,0.0,0.0,0.78,0.0,2.33,17.83,3.88,0.78,3.88,3.1,1.55,0.0,1.55,43.41,1.55,1.55,0.0,1.55,0.0,0.0,0.0,2.33,5.43,1.55,0.78,3.88,4.65,2.33,1.55,3.88,1.55,20.16,0.78,0.0,0.78,2.33,1.55,1.55,0.78,0.78,12.4,1.55,2.33,1.55,0.78,0.78,1.55,2.33,7.75,1.55,0.0,0.78,0.78,0.78,0.0,5.43,0.78,3.88,0.78,8.53,0.78,1.55,0.0,0.78,0.0,1.55,0.78,3.88,3.88,5.43,1.55,3.88,11.63,0.78,0.0,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.78,7.75,1.55,0.78,0.78,0.0,0.0,0.0,0.78,0.78,3.1,7.75,0.0,0.0,1.55,1.55,3.1,1.55,0.0,1.55,4.65,0.78,0.78,4.65,4.65,0.78,42.64,6.98,17.83,9.3
Maritima_high,3.39,3.39,0.0,2.54,5.93,0.85,0.85,1.69,0.0,0.0,0.85,0.0,0.0,1.69,0.85,0.85,0.0,0.85,3.39,5.08,17.8,11.86,0.0,0.85,3.39,0.0,1.69,1.69,0.0,0.85,0.85,0.85,0.0,0.0,0.0,3.39,0.0,0.85,16.95,3.39,0.0,0.0,3.39,0.85,0.0,0.85,12.71,0.0,0.0,0.85,0.0,0.0,4.24,0.0,0.85,2.54,0.0,0.85,1.69,0.0,0.0,0.0,1.0,0.85,13.56,0.0,1.69,0.0,2.54,0.0,0.85,3.39,0.0,6.78,0.0,5.93,0.85,5.08,11.02,2.54,7.63,17.8,1.69,2.54,1.69,0.0,0.0,1.69,5.08,0.0,5.08,0.0,2.54,0.0,3.39,1.69,0.0,0.0,0.0,0.0,5.08,1.69,14.41,2.54,18.64,20.34,0.85,0.85,6.78,4.24,10.17,1.69,2.54,0.0,4.24,0.0,0.0,11.86,2.54,0.85,0.85,0.0,0.0,1.69,0.0,0.0,17.8,21.19,0.0,0.0,2.54,1.69,11.02,7.63,12.71,4.24,15.25,1.69,3.39,32.2,5.93,1.69,22.03,9.32,3.39,5.93
Melonal_high,31.43,35.71,10.71,15.0,22.14,9.29,2.86,4.29,0.0,7.86,20.0,5.71,3.57,32.86,4.29,3.57,5.71,9.29,2.14,27.86,52.86,37.14,2.14,4.29,2.14,2.86,2.86,10.71,2.14,0.71,1.43,1.43,0.71,0.0,1.43,4.29,0.0,2.86,11.43,3.57,2.14,10.71,7.86,3.57,0.0,3.57,36.43,0.71,0.71,1.43,0.71,0.71,1.43,2.14,6.43,14.29,7.86,8.57,12.86,5.0,3.57,3.71,6.43,11.43,36.43,14.29,0.71,0.71,1.43,0.71,0.0,2.14,0.71,12.14,1.43,0.71,0.0,1.43,2.14,0.71,2.14,7.14,1.43,0.0,2.14,0.71,0.71,0.71,4.29,0.71,4.29,0.71,9.29,0.0,0.0,0.0,0.0,0.0,0.0,1.43,10.0,12.14,16.43,2.14,17.14,8.57,0.0,2.14,0.0,0.0,0.71,0.0,0.0,0.71,0.71,1.43,1.43,12.86,1.43,4.29,5.0,2.86,0.0,2.14,0.0,0.71,3.57,9.29,0.0,0.71,0.71,0.0,2.86,0.71,0.71,0.71,3.57,0.71,0.71,6.43,5.71,0.0,33.57,10.71,33.57,7.86
Menthol-l_high,1.34,4.03,0.0,0.0,4.7,2.01,0.67,0.0,0.0,4.7,2.01,2.01,0.67,6.04,0.67,0.67,5.37,2.68,3.36,8.05,40.94,44.97,2.68,2.01,1.34,4.7,0.0,12.08,6.04,0.67,2.68,2.01,0.0,1.34,0.0,1.34,1.34,0.67,10.74,6.71,8.72,58.39,45.64,39.6,0.0,1.34,24.83,0.0,1.34,0.67,1.34,1.34,0.0,10.07,8.72,30.2,5.37,4.03,12.08,1.34,0.67,0.0,3.36,2.01,18.12,0.67,0.67,0.67,0.67,0.0,0.0,1.34,0.67,0.67,1.34,0.0,0.0,0.67,0.0,0.67,0.0,2.01,0.0,0.0,0.0,0.0,1.34,0.0,6.04,0.0,2.68,1.34,5.37,0.0,0.0,0.0,0.0,0.0,2.01,3.36,11.41,55.7,14.77,1.34,20.13,3.36,0.0,4.7,0.0,0.0,0.67,0.67,0.0,2.01,0.0,0.0,3.36,4.03,0.0,2.01,4.03,0.0,0.0,0.0,0.0,0.0,1.34,0.67,1.34,0.0,0.0,0.67,4.03,0.67,0.0,0.0,0.0,0.0,0.0,1.34,2.01,0.67,28.19,14.77,57.72,9.4
