Stimulus,Decriptors,Modifiers
61303.0,wax;fatty;oily;jasmine;floral;fresh;spicy;burnt;celery,
61304.0,sweet;cherry;floral;green;apple;apricot;herbaceous;fruity;peach;tropical;estery;pineapple;warm,
61319.0,ripe;alliaceous;apple;apricot;acrylate;fruity;tropical;ethereal,sharp
61325.0,wasabi;sugar;vegetable;moldy;grape;meaty;potato;mildew;burnt;brandy;beany;mushroom;maple;mossy;fruity;nutty;coffee;cocoa;sweet;musty;caramel,
61331.0,meaty;sausage;smoky;honey;floral;phenolic;woody;balsamic;spicy;chemical;powdery,
61334.0,toffee;berry;fatty;sweet;sugar;bready;fruity;brown;molasses;baked;tropical;caramel;burnt,
61337.0,fruity;caramel;jammy,
61341.0,bitter;almond;fruity;tonka;nutty,
61342.0,wax;fatty;oily;green;fresh;fruity;musty;tropical,
61346.0,chicken;cabbage;mushroom;metallic;vegetable;green;cucumber;herbaceous;musty;dirty;earthy;fishy;broccoli;savory,
61359.0,cortex;foliage;green;cumin;earthy;aldehydic,
61361.0,herbaceous;celery;phenolic,
61362.0,fresh;herbaceous;peppermint;mentholic;minty,strong
61375.0,wax;banana;sweet;green;fruity;pineapple,
61384.0,wax;banana;honey;rose;sweet;sweaty;floral;green;fruity;woody;pineapple,
61385.0,aromatic;bell pepper,
61386.0,wax;winey;fatty;oily;brandy;fusel;beer;rummy;peach;yeasty;creamy;grape;alcoholic;plum,
61400.0,cortex;weedy;floral;green;fruity,
61401.0,wax;melon;sweet;floral;citrus;green;fresh;honeysuckle;muguet;aldehydic,
61402.0,herbaceous;fruity;warm;spicy,
61403.0,hyacinth;reseda;leafy;floral;green;lilac;herbaceous;sweet pea;ethereal,
61404.0,wax;fatty;dairy;vegetable;rancid;creamy;aldehydic,
61405.0,fruity;fatty;pineapple,
61406.0,fruity;fatty,
61407.0,apple;apricot;fruity;peach;pineapple,
61408.0,cherry;fruity;peach;nutty;ethereal,
61410.0,wax;winey;cortex;sweet;fruity;creamy;pineapple,
61412.0,wax;fruity;pineapple,
61414.0,fruity;hay;oily;tobacco,
61415.0,coconut;fruity;unripe banana;unripe fruit;lemon;ethereal,
61416.0,honey;rose;floral;herbaceous;warm,
61417.0,anisic;cherry;floral;herbaceous;fruity;vanilla;peach,
61418.0,berry;sawdust;seedy;woody;spicy;camphoraceous,
61431.0,clean;violet;leafy;rose;citrus;green;floral;fresh;ozone,
61434.0,oily;sweet;floral;vanilla;balsamic;nutty,
61435.0,natural;sweet;green;herbaceous;fruity;dry,
61446.0,juicy;papaya;sweet;honey;floral;green;fruity;powdery,
61447.0,jasmine;floral;apricot;fruity;plum,
61448.0,oily;banana;sweet;citrus;apricot;musty;fruity;peach;earthy;ethereal,
61450.0,ripe;sweet;green;acrylate;fruity;rummy;woody;balsamic;chamomile;horseradish;cooked;pineapple;jammy,
61451.0,violet;leafy;floral;cucumber;green;violet leaf,
61452.0,fruity;plum;sweet,
61453.0,wax;fatty;oily;vegetable;orange;coconut;green;fruity;tropical;privet,
61455.0,sweet;juicy;apple;green;fresh;fruity;unripe fruit;strawberry,
61457.0,fruity;floral;sweet,
61464.0,jasmine;green;lily;herbaceous;dry,
61466.0,sweet;fruity;pear;peach;pineapple,strong
61516.0,anisic;sweet;peony;narcissus;rose;floral;lilac;fresh;fruity;earthy,
61517.0,fruity;green,
61523.0,carnation;rose;floral;medicinal;lemon;verbena,
61524.0,wax;meaty;fatty;violet;floral;green;milky;fruity,
61527.0,meaty;cocoa;sweet;roasted;musty;leathery;corn;nutty;earthy;powdery,
61585.0,animal;sweet;cedar;woody;musk;ambergris,
61586.0,nutmeg;smoky;sweet;vanilla;rummy;spicy;creamy;chocolate;alcoholic,
61590.0,sugar;floral;fruity;caramel;burnt,
61592.0,cheese;ripe;pulpy;metallic;milky;fruity;sulfurous;fruity;caramel;pineapple;tomato,
61633.0,anisic;sweet;sugar;licorice;herbaceous;maple;caramel;fenugreek,
61634.0,sweet;sugar;brown;maple;caramel;burnt;coffee,
61641.0,pungent;sweet;vegetable;onion;sulfurous;garlic;fruity;horseradish;tomato;rooty,
61653.0,cocoa;vegetable;herbaceous;hazelnut;musty;brown;nutty;earthy;toasted;chocolate;coffee,
61656.0,horseradish;wasabi;oily;mustard;alliaceous;onion;mushroom;metallic;vegetable;fresh;garlic;radish;fishy;savory,
61657.0,mustard;pungent;onion;sulfurous;garlic;pepper;horseradish;coffee,
61658.0,berry;ripe;fruity;grape;plum,
61659.0,cheese;meaty;meaty;cocoa;mushroom;roasted;green;sulfurous;nutty;earthy;fungal;coffee,
61660.0,alliaceous;vegetable;roasted;sulfurous;garlic;nutty;burnt;coffee;savory,
61661.0,roasted;coffee,
61662.0,alliaceous;onion;milky;sulfurous;fried;creamy;cooked,
61663.0,bitter;sweet;cherry;almond;bready;furfural;sulfurous;woody,
61664.0,berry;cabbage;onion;sulfurous;musty;fruity;balsamic;buttery,
61665.0,dusty;floral;rosemary;green;phenolic;fresh;herbaceous;cooling;terpenic;spicy;spicy;minty,
61670.0,potato;roasted;musty;hazelnut;corn;nutty;burnt;toasted;coffee,
61696.0,pine;fir;sweet;citrus;fresh;herbaceous;balsamic,
61700.0,sweaty;roasted;green;nutty;earthy;coffee,
61715.0,aromatic,
61738.0,sweet;green;apricot;fruity;peach;ketonic,
61743.0,wax;cheese;fatty;green;fruity;creamy;soapy,
61746.0,floral;neroli;orange;floral;lily;fruity,
61771.0,green;fresh;vanilla;musty;cooling;woody;peppermint;spicy;camphoraceous;mentholic;minty,
61780.0,berry;fruity;raspberry;woody,
61781.0,fruity;minty;sweet,
61808.0,meaty;alliaceous;vegetable;green;fruity;sulfurous;musty;fruity;nutty;earthy;tropical;peach;coffee;rooty,
61809.0,meaty;brothy;sweet;vegetable;roasted;onion;green;phenolic;musty;nutty;burnt;coffee,
61812.0,cocoa;sweet;apple;green;fruity;chocolate;pineapple,
61814.0,sweet;cherry;almond;vanilla;spicy;naphthyl;chemical;powdery,
61829.0,meaty;roasted;sulfurous;garlic;burnt,
61834.0,wax;fatty;dairy;coconut;lactonic;buttery;creamy,
61835.0,fatty;sweet;milky;apricot;fruity;peach;celery,
61840.0,fatty;meaty;goaty;mutton;lamb,
61845.0,potato;cabbage;vegetable;buchu;green;sulfurous;musk;chip;fishy,
61875.0,orange;fatty;citrus;aldehydic,
61896.0,melon;fatty;sweet;vegetable;cucumber,
61914.0,fruity;winey;apple;pineapple,
61917.0,green;ethereal,
61918.0,meaty;oily;potato;popcorn;green;corn;nutty;earthy,
61922.0,cheese;fatty;potato;sweet;vegetable;metallic;sulfurous;earthy;tomato,
61926.0,alliaceous;onion;sulfurous;garlic;creamy,
61935.0,coumarinic;coconut;fruity;tonka;toasted,
61936.0,sulfurous;onion,
61942.0,herbaceous;minty,
61945.0,beefy;meaty;chicken;cabbage;pork;roasted;green;sulfurous;burnt;savory,
61951.0,taco;popcorn;roasted;corn;nutty;toasted,
61953.0,winey;berry;leafy;metallic;green;tobacco;vanilla;herbaceous;cooling;woody;fresh;spicy;wet;camphoraceous;tea;minty,
61954.0,medicinal;berry;phenolic,
61955.0,cheese;ripe;sweet;apple;musty;fruity;tropical;caramel;pineapple,
61967.0,mushroom;green;earthy,
61976.0,vegetable;sulfurous;green;cabbage,
61979.0,ham;meaty,
61980.0,neroli;petitgrain;tangerine;floral;fruity,
61982.0,berry;natural;buchu;green;sulfurous;fruity;raspberry;tropical;peach;grape;minty;passion fruit,
61984.0,wax;sweet;floral;green;apple;pear,
61985.0,wax;sweet;metallic;bready;fruity;peach;caramel,
61988.0,roasted;nutty,
61989.0,green;spicy;fresh,
61990.0,wax;citrus;green;fruity;lactonic;creamy,
61995.0,gassy;alliaceous;onion;green;fresh;garlic,
61997.0,herbaceous;winey;sweet,
62000.0,sulfurous;garlic;cabbage,
62002.0,berry;currant;sweet;rose;metallic;floral;apple;green;black;fruity;woody;spicy;plum;minty,
62003.0,chicken;meaty;lamb;pork,
62007.0,cherry;fruity,
62013.0,pungent;vegetable;green;sulfurous;spicy;tropical,
62017.0,sweet;rose;honey;floral;fig;fruity;nutty,
62024.0,pungent;banana;sweet;green;tiglate;cooling;fruity;tropical;spicy;estery;pineapple,
62069.0,vegetable;creamy;green;earthy,
62087.0,meaty;alliaceous;onion;roasted;sulfurous;garlic,
62089.0,wax;cheese;meaty;fatty;dairy;green;milky;musty;mossy;lactonic;creamy;plastic,
62090.0,fatty;meaty;brothy;roasted;sulfurous;burnt,
62092.0,herbaceous;animal;sweet;tobacco,
62095.0,herbaceous;minty;camphoraceous,
62098.0,berry;heliotrope;sweet;floral;cassia;cotton;candy;fruity;raspberry;mimosa;powdery;jammy,
62105.0,chicken;meaty;pork;onion;sulfurous;herbaceous;lamb;bouillon;savory,
62106.0,vegetable,
62117.0,cumin;animal;spicy;sweaty,
62127.0,fruity;woody;spicy;earthy;dry;amber,
62128.0,chicken;meaty;beefy;meaty;alliaceous;roasted;sulfurous;beefy;caramel;coffee,
62131.0,meaty;meaty;alliaceous;smoky;onion;vegetable;roasted;sulfurous;fruity;garlic;caramel;nutty;fishy;eggy;coffee,
62143.0,alliaceous;onion;sulfurous;garlic;coffee;savory,
62144.0,winey;butterscotch;sulfurous;spicy;nutty;horseradish;coffee;ethereal,
62145.0,roasted;meaty;meaty;caramel,
62148.0,sweet;herbaceous;musty;earthy;fungal,
62151.0,cooling;alcoholic;minty,
62166.0,sweet;green;fruity;rummy;tropical;strawberry;tutti frutti,
62182.0,roasted;meaty;meaty,
62183.0,meaty;meaty;onion;sweet;roasted,
62204.0,petroleum;acrid,
62217.0,neroli;berry;winey;sweet;floral;candy;fruity;grape,
62218.0,mushroom;musty;fungal,
62220.0,melon;green,
62237.0,meaty;meaty;potato;alliaceous;onion;catty;metallic;roasted;grapefruit;fruity;sulfurous;hazelnut;nutty;tropical;horseradish;savory,
62240.0,sweet;fir needle;raspberry;woody;balsamic;jammy,
62241.0,dusty;woody;ambergris;dry,
62321.0,berry;banana;sweet;floral;citrus;fruity;blueberry;pear;spicy;bergamot;pineapple,
62326.0,meaty;roasted;sulfurous;brown;unpleasant;savory,
62328.0,sweet;geranium;citrus;green;old wood;herbaceous;tropical,
62329.0,fatty;sweet;musk;dry;soapy,
62332.0,hyacinth;carnation;rose;sweet;floral;balsamic;spicy,
62333.0,fruity;winey;caramel,
62334.0,apple;citrus;fresh;herbaceous;fruity;woody,powerful
62336.0,hyacinth;leafy;mushroom;sweet;honey;floral;green;citrus;walnut;spicy;earthy,
62341.0,berry;rhubarb;gardenia;leafy;sweet;apple;green;apricot;plum;seedy;floral;musty;fruity;herbaceous;pineapple,
62348.0,anisic;sweet;coconut;milky;phenolic;vanilla;graham cracker;caramel;tonka;creamy;powdery,
62349.0,sugar;brown;maple;molasses;caramel,
62351.0,pungent;vegetable;metallic;green;sulfurous;radish;earthy;horseradish;rooty,
62362.0,clove;balsamic;spicy,
62367.0,sweet;green;cooling;eucalyptus;terpenic;spicy;camphoraceous;minty,
62374.0,sweet;leafy;citrus;tobacco;musty;brown;woody;tea;lemon,
62375.0,winey;bitter;floral;green;almond;fruity;nutty,sharp
62378.0,jasmine;sweet;floral;green;myrrh;fresh;herbaceous;fruity;woody;spicy;powdery,
62384.0,asparagus;potato;raw;vegetable;green;musty;potato;earthy;tomato;ethereal,
62385.0,clove;pine;citrus;phenolic;guaiacol;musty;spicy;nutty;styrene;coffee;lemon,
62387.0,musty;medicinal;woody;camphoraceous,
62388.0,oily;jasmine;petal;floral;green;greasy,penetrating;sharp;soft
62424.0,sulfurous;gassy,
62433.0,ripe;pungent;sweet;apple;fruity;pear;green peach;pineapple,
62434.0,alliaceous;onion;green;sulfurous;garlic,
62444.0,cheese;fatty;cabbage;green;fruity;sulfurous;musty;garlic;tropical;eggy;tomato,
62445.0,cheese;winey;sweaty;cherry;apple;green;scotch;herbaceous;fruity;spearmint;cognac;peppermint;earthy;whiskey,
62453.0,meaty;sweet;phenolic;almond;musty;medicinal;chemical,
62465.0,bacon;clove;meaty;smoky;sweet;phenolic;medicinal;woody;spicy,
62469.0,fruity;floral;green;sweet,
62484.0,herbaceous;truffle,
62490.0,fruity;green;sweet,
62510.0,meaty;ammonical;smoky;roasted;poultry;green;seafood;shellfish;nutty;fishy;savory,
62539.0,buttery;almond;nutty;caramel;toasted;creamy;coffee,
62553.0,winey;cortex;sweet;rose;honey;floral;honeysuckle;powdery;ethereal,
62566.0,buttery;floral;almond;herbaceous;woody;balsamic;nutty;caramel,
62571.0,wax;fatty;oily,
62572.0,wax;sweet;apple;green;marshmallow;fruity;tropical;grape,
62575.0,fatty;sweet;floral;green;musty;fruity;woody,
62578.0,fruity;raspberry;plum;strawberry,
62580.0,berry;heliotrope;sweet;fruity;tropical;plum;powdery;jammy,
62583.0,cheese;fatty;coumarinic;sweet;coconut;milky;lactonic;tonka;buttery;dry;creamy;celery,
62592.0,clean;sweet;floral;green;chamomile;fruity;hay;tropical;tea,
62654.0,melon;floral;fresh;fruity;muguet,
62661.0,floral;green;herbaceous;musty;creamy;celery,
62725.0,wax;wasabi;vegetable;metallic;green;herbaceous;musty;earthy;privet;tomato,
62727.0,soapy,
62752.0,fenugreek;smoky;sweet;sugar;maple;brown;rummy;caramel;whiskey;chocolate;coffee,
62835.0,sugar;green;tobacco;earthy;meaty;burnt;chicken;winey;cotton;maple;brown;spicy;nutty;coffee;sweet;seedy;candy;caramel;celery,
62842.0,wax;sweet;ambrette;woody;musk;dry,
62876.0,vegetable;green;nutty;leafy,
62897.0,nutty;chocolate;caramel;roasted,
62900.0,coumarinic;coconut;green;lovage;maple;woody;lactonic;tonka;nutty;toasted;celery;burnt,
62901.0,wax;oily;tallow;mushroom;earthy;creamy,
62902.0,melon;wax;fatty;natural;apple;green;fresh;fruity;pineapple,
62907.0,cooling;mentholic;alcoholic;minty,
62908.0,fruity;musty;sweet,
62911.0,musty;floral;earthy;sweet,
62913.0,herbaceous;caramel;sweet,
64678.0,clean;floral;orange;floral;green;fresh;wet,
64685.0,coniferous;pine;woody;pepper;balsamic;camphoraceous,sharp
64805.0,watery;floral;green;fresh;herbaceous;ozone;hay;marine;fruity;cumin;cyclamen,
64807.0,floral;orange;floral;green;citrus;lily;fresh;muguet,
64812.0,floral;lilac;heliotrope;lily,
64813.0,fennel;anisic;sweet;green;basil;raspberry,
64832.0,watery;sweet;floral;fresh;cyclamen,
65036.0,garlic,
65285.0,cabbage;sweet;sulfurous;fruity;tropical,
65288.0,cereal;popcorn;bready;nutty,
65289.0,fruity,
65290.0,meaty,
65300.0,cooling;mentholic;minty,
65413.0,melon;wasabi;pungent;leafy;vegetable;metallic;green;sulfurous;pepper;spicy;earthy,
65425.0,cheese;cabbage;sulfurous;fruity;pineapple,
65427.0,malty;caramel,
65428.0,pine;green;herbaceous;cooling;woody;camphoraceous;earthy,
65575.0,sweet;cedar;woody;dry;earthy,
65724.0,mentholic;celery;camphoraceous,
66093.0,root;balsamic;valerian,
66282.0,sulfurous;garlic;alliaceous;onion,
66327.0,peony;grapefruit;geranium;floral;fresh,
66330.0,wintergreen;fruity;pineapple;banana,
66337.0,floral;ylang,
66338.0,wax;oily;violet;leafy;violet leaf,
66356.0,fruity;apple;sweet;ethereal,
66595.0,walnut;nutty,
66600.0,buttery;maple;caramel;nutty;creamy,
66654.0,borneol;camphoraceous,
66678.0,animal;leathery;ambergris;civet,
66742.0,pungent;chemical;sweet;banana;apple;fruity;buttery;estery;creamy;pineapple;ketonic,
66751.0,fruity;balsamic,
66768.0,wax;jasmine;sweet;floral;fresh;herbaceous;woody;dry;celery,
66924.0,alcoholic;ethereal,
66929.0,leafy;green;fresh;herbaceous;chrysanthemum,
66955.0,herbaceous;fruity;grassy;unripe banana;unripe fruit,
67005.0,sweet;ambrette;musk;dry;powdery,
67116.0,vanilla;floral;powdery;sweet,
67144.0,musty;anisic,
67146.0,floral;ylang,
67148.0,hyacinth;rose;floral;green;balsamic;spicy,
67179.0,petitgrain;floral;lavender;sweet,
67285.0,cortex;leafy;weedy;metallic;green;phenolic;nutty;earthy,
67328.0,animal;metallic;fruity;pineapple;ethereal,
67350.0,fatty;powdery;musk;sweet,
67406.0,narcissus;phenolic;floral;pungent,
67521.0,mushroom,
67938.0,berry;sweet;cotton;candy;fruity;tropical;strawberry,
68057.0,fruity;woody;camphoraceous;naphthyl,
68128.0,woody;balsamic,
68141.0,woody,
68148.0,herbaceous;medicinal;phenolic,
68289.0,phenolic;spicy,
68316.0,woody,
68346.0,berry;honey;green;herbaceous;minty,
68481.0,almond;powdery;anisic;phenolic,
68482.0,fruity,
68490.0,melon;bitter;honey;sweet;cherry;phenolic;almond;tobacco;herbaceous;tropical;hawthorn,
68960.0,wasabi;pungent;sweet;green;chemical;horseradish,mild
69092.0,foliage;floral;fruity;clover;plum,
69188.0,herbaceous;fruity;floral;tobacco,
69220.0,gassy;roasted;sulfurous;fruity;durain;savory,
69320.0,fatty;roasted;floral;green;tobacco;nutty;minty,
69346.0,creamy;peach,
69350.0,fruity;grassy;green,
69351.0,fatty;cocoa;winey;coconut;cognac,
69354.0,caramel,
69415.0,pungent;vegetable;green;radish;horseradish,
69460.0,animal;honey;phenolic;civet,
69467.0,alliaceous;savory;roasted;burnt;fermented;coffee;ethereal,
69516.0,floral;orange;floral;blossom;naphthyl,
69523.0,vegetable;cortex;green,
69600.0,vanilla,
69644.0,wax;winey;leafy;citrus;green;fresh;herbaceous;buttery;creamy,
69694.0,coconut;coumarinic;tonka,
69721.0,animal;sweet;thyme;tobacco;herbaceous;fresh;leathery,
69852.0,tutti frutti,
69884.0,green;almond;bitter,
69885.0,floral;orange;floral;musk;grape,
69963.0,green,
70129.0,coumarinic;sweet;floral;hay;hawthorn,
70153.0,musty;grassy;green,
70264.0,herbaceous;spicy,
70368.0,woody;ambergris;cedar;patchouli,
70456.0,sweet;minty;tobacco;fresh;fruity;woody;spicy,
70506.0,animal;anisic;floral;earthy;minty;hawthorn,
70520.0,ocean;marine;fresh,
70694.0,fruity;green;oily;brandy,
70792.0,fruity,
70796.0,metallic;cinnamyl;green,
70797.0,fatty;vegetable;mutton;green;nutty,
70962.0,minty,
71544.0,cortex;cocoa;hyacinth;sweet;rose;honey;floral;green;almond;fruity;brown;dried;powdery,
72300.0,bitter,
72376.0,vetiver;fruity;woody;musk;dry;powdery,
72919.0,geranium;floral;green;earthy,
73114.0,sweet;weedy;sage;woody;balsamic;clary;amber,
73174.0,nutty,
73690.0,anisic,
73750.0,cheese;dairy;cabbage;vegetable;sulfurous;eggy,
73818.0,chicken;floral;milky;fruity;fried,
73955.0,cananga;floral;ylang,
74004.0,metallic;green;leafy;earthy,
74005.0,herbaceous;animal;leathery;green,
74008.0,winey;fennel;oily;anisic;sweet;herbaceous;fruity;caramel;fermented,
74010.0,cortex;foliage;green;woody;privet,
74096.0,meaty;weedy;vegetable;metallic;green;acrylate;sulfurous;cooked;plastic,
74112.0,fruity;ethereal,
74137.0,sweet;leafy;apple;green;musty;dry;cooked,mild
74201.0,fermented;tea;green,
74279.0,fruity;woody;rummy;tobacco,
74346.0,gassy;burnt;fresh,
74351.0,rose;narcissus;floral,
74360.0,fatty;cortex;oily;narcissus;green;basil;fresh;herbaceous;fruity;woody;wet;plastic,
74363.0,resinous,
74408.0,animal;oily;sweet;floral;fruity;musk,
74606.0,melon;fruity;pear;banana,
74648.0,jasmine;rose;floral;lilac;woody;muguet,
74786.0,green;herbaceous;fruity;caramel;warm;ethereal,
74791.0,wax;fatty;oily;fresh;musty;cognac,
74879.0,floral;rose;orange;labdanum;woody;musk;dry,
74901.0,fruity;ripe;apple;green,
74915.0,onion;sweet,
74977.0,herbaceous;chamomile;floral,
75033.0,cortex;hyacinth;leafy;floral;green;fresh;ozone;leathery;nutty,
75140.0,jasmine;floral;lilac;elderflower;hawthorn,
75153.0,animal;floral;phenolic;fecal,
75187.0,hyacinth;cilantro;sweet;floral;green;herbaceous;fruity;privet;hawthorn,
75208.0,patchouli;woody;balsamic,mild
75263.0,wasabi;mustard;pungent;alliaceous;chemical;horseradish,
75320.0,wax;banana;sweet;green;fruity;cognac;dirty,
75321.0,wax;fatty,
75427.0,herbaceous;citrus;fresh,
75486.0,herbaceous;floral;balsamic,mild
75515.0,cheese;cabbage;floral;green;fruity;tropical;rancid;ethereal,
75552.0,sulfurous;garlic;onion,
75554.0,banana;apple;apricot;fruity;buttery,
75664.0,medicinal,
75695.0,musk;animal;powdery,
75715.0,vanilla;woody;guaiacol;spicy,
75724.0,rose;floral;sweet,
76152.0,meaty;vegetable;roasted;almond;nutty,
76334.0,patchouli;cedar;tobacco;woody;musk;dry;amber,
76654.0,cortex;green;sweet,
76674.0,fruity;hay;woody;marine;mossy;oakmoss,
76889.0,rose;floral,
76922.0,wasabi;pungent;green;aromatic;horseradish,
76939.0,chlorine;swimming pool,
77129.0,vegetable;green,
77151.0,sulfurous;garlic;onion,
77224.0,hyacinth;floral;apple;fruity;cognac;pear;fermented,
77226.0,musk,
77289.0,peanut;potato;roasted;baked;earthy,
77743.0,sulfurous;cheese;ripe;vegetable,
77756.0,fruity;nutty,
77775.0,cabbage,
77837.0,meaty;cabbage;roasted;green;pepper;nutty;earthy,
77932.0,meaty;cabbage;alliaceous;onion;sulfurous;garlic;burnt,
78006.0,,faint
78052.0,herbaceous;earthy,
78067.0,fatty;orange;citrus;fresh;aldehydic,
78120.0,watercress;horseradish;green;pungent,
78126.0,sulfurous;camphoraceous;rubbery,
78151.0,green,
78160.0,radish;pungent;cabbage,
78199.0,winey;sweet;onion;green;apricot;sulfurous;fruity;radish;tropical;coffee;ethereal,
78215.0,humus,
78405.0,beany;sweet;green;musty;woody;earthy,
78435.0,phenolic;mossy;woody;earthy;oakmoss,
78476.0,petitgrain;hyacinth;honey;rose;leafy;floral;green;lavender;dried;tea rose;powdery,
78484.0,paint;sweet;lavender;herbaceous;fruity,
78639.0,rose;floral;woody;pepper;spicy,
78640.0,wax;floral;woody;vetiver,
78653.0,musk,
78879.0,fruity,
78903.0,leafy;natural;immortelle;herbaceous;hay;woody;dry;acorn,
78925.0,sulfurous;meaty,
79023.0,currant;leafy;buchu;black;minty,
79032.0,citrus;herbaceous;lime;terpenic;lemon,
79065.0,winey;root beer;green;herbaceous;fruity;earthy;ethereal,
79086.0,cabbage;horseradish;green;pungent,
79117.0,rose;floral;green;algae;seaweed,
79148.0,sulfurous;meaty,
79240.0,mushroom;metallic;floral;green;watercress;gardenia,
79248.0,beefy;meaty;roasted;beefy;grilled,
79409.0,sandalwood;sweet;woody;camphoraceous;hawthorn,
79457.0,wax;fruity;fatty,
79509.0,geranium;floral;green;balsamic;muguet;minty,
79541.0,orange;floral;honeysuckle;blossom,
79544.0,fruity;apple,
